roi,r0,std_gt,std_rec,slope,intercept,R2,NRMSE,best_lag_TR,r_at_best_lag
0,-0.13343516567494537,1.0,0.021520234644412994,-6.200451374053955,0.6421732902526855,0.017804980278015137,0.9910575151443481,-3,0.26475815596321967
1,0.02794463797758619,0.9999999403953552,0.04606792330741882,0.6065964698791504,0.12698101997375488,0.0007808804512023926,0.9996095299720764,-3,0.39206900643467396
2,-0.39734949413078774,1.0,0.04214983806014061,-9.427070617675781,0.7126190662384033,0.15788668394088745,0.9176673293113708,3,0.49048679510311555
3,-0.10329762516705576,1.0,0.02550826035439968,-4.0495758056640625,1.6375473737716675,0.010670304298400879,0.9946505427360535,2,0.44756095090314196
4,-0.004864084704690623,1.0000001192092896,0.051744040101766586,-0.09400280565023422,0.004972526337951422,2.384185791015625e-05,0.9999880194664001,-3,0.48800891807698427
5,-0.20542109183570895,0.9999999403953552,0.05819198116660118,-3.5300583839416504,-1.4793230295181274,0.0421978235244751,0.9786736965179443,1,0.16405603374258051
6,-0.14450097101940027,1.0,0.030765263363718987,-4.696887016296387,-0.4881594479084015,0.020880520343780518,0.9895046353340149,-3,0.3993144451190854
7,-0.08321505111320542,0.9999998211860657,0.07137686759233475,-1.165854573249817,-0.17880304157733917,0.0069245100021362305,0.9965317845344543,2,0.288432766500237
8,-0.16701025272109546,1.0000001192092896,0.027869395911693573,-5.9926042556762695,-0.012609263882040977,0.027892470359802246,0.9859551191329956,-2,0.3452719432766717
9,-0.26362291869198545,0.9999999403953552,0.05795573815703392,-4.548694133758545,-0.12912167608737946,0.06949681043624878,0.9646259546279907,1,0.3634660476857878
10,0.20160432076085688,0.9999999403953552,0.03267749398946762,6.169516563415527,-1.743760108947754,0.040644168853759766,0.9794670939445496,0,0.20160432076085688
11,0.012794109611483329,1.0000001192092896,0.038288265466690063,0.3341522216796875,0.022707588970661163,0.00016373395919799805,0.9999181032180786,-3,0.12722823206821132
12,0.04960564028723851,1.0,0.059890538454055786,0.8282718062400818,-0.1503853052854538,0.002460658550262451,0.9987689256668091,2,0.26439005790899617
13,-0.1856125228429064,1.0,0.02236129529774189,-8.300616264343262,1.9198944568634033,0.034452080726623535,0.9826230406761169,-2,0.1999274929929438
14,0.3887760440135082,1.0,0.024104397743940353,16.128841400146484,2.810446262359619,0.1511470079421997,0.9213321805000305,0,0.3887760440135082
15,0.14739869945029824,1.0,0.029974665492773056,4.917442798614502,-0.38481637835502625,0.02172631025314331,0.9890772104263306,0,0.14739869945029824
16,0.5360367731157067,1.0,0.02893010526895523,18.528682708740234,-1.576351284980774,0.28733545541763306,0.8441945910453796,0,0.5360367731157067
17,0.032508907390883565,0.9999999403953552,0.033613171428442,0.9671478867530823,0.21707308292388916,0.0010567903518676758,0.9994714856147766,3,0.2774877051539299
18,0.3058115609159008,1.0,0.017422419041395187,17.552759170532227,-0.02110026404261589,0.09352076053619385,0.9520920515060425,0,0.3058115609159008
19,-0.1724113046306097,1.0,0.01951536536216736,-8.834643363952637,-2.6777875423431396,0.02972555160522461,0.9850251078605652,1,0.48272638906354615
20,0.05631806641011129,1.0000001192092896,0.039535459131002426,1.4244951009750366,0.1607072502374649,0.0031718015670776367,0.9984127879142761,1,0.07543581352800546
21,0.13075171924688866,0.9999999403953552,0.029911275953054428,4.371318340301514,1.1251304149627686,0.01709592342376709,0.9914152026176453,-1,0.43489553614666454
22,0.3798512913437361,1.0,0.03501420095562935,10.848492622375488,-1.5328831672668457,0.144287109375,0.9250475764274597,-1,0.46956090864090266
23,0.22415921635075814,1.0,0.031718283891677856,7.067192077636719,-1.1843993663787842,0.050247371196746826,0.9745525121688843,0,0.22415921635075814
24,-0.16833688134854177,0.9999999403953552,0.04667707160115242,-3.606414794921875,0.7351295351982117,0.028337180614471436,0.9857295751571655,-3,0.36656280136524994
25,-0.1336937922081466,1.0,0.03131891414523125,-4.268787860870361,-0.7377077341079712,0.01787412166595459,0.9910226464271545,-2,0.32314023579046075
26,0.3848398730241498,1.0,0.03890787810087204,9.891053199768066,-0.631833553314209,0.148101806640625,0.9229833483695984,0,0.3848398730241498
27,-0.32687758676571466,1.0,0.03895014524459839,-8.392204284667969,1.4050358533859253,0.10684889554977417,0.9450666904449463,-1,0.340110431981166
28,-0.12786609825040518,1.0,0.03372444584965706,-3.7914960384368896,-1.3364677429199219,0.0163496732711792,0.9917914867401123,1,0.40849590791254725
29,0.12374200861579769,1.0,0.052525412291288376,2.3558502197265625,-0.10499674826860428,0.0153120756149292,0.9923144578933716,2,0.18590219437190622
30,0.1560056889561412,1.0,0.02692330628633499,5.794447422027588,1.2245173454284668,0.0243377685546875,0.9877561330795288,2,0.27617334301604857
31,0.4171124472173599,0.9999999403953552,0.04195384308695793,9.942173957824707,-4.225069522857666,0.17398279905319214,0.9088549017906189,0,0.4171124472173599
32,0.18218096007259915,1.0,0.047247689217329025,3.855870246887207,0.01679878681898117,0.03318989276885986,0.9832650423049927,0,0.18218096007259915
33,0.07999156607600509,1.0,0.03388407081365585,2.3607423305511475,0.7818329930305481,0.006398677825927734,0.9967955350875854,3,0.17379461453985873
34,0.2639201357891769,1.0,0.05406929925084114,4.88114595413208,-1.3731483221054077,0.06965386867523193,0.9645445346832275,0,0.2639201357891769
35,-0.1562558435573756,0.9999999403953552,0.03021717630326748,-5.171093463897705,1.2845351696014404,0.024415791034698486,0.9877166748046875,2,0.43203492223254425
36,-0.2903618897314345,1.0,0.10183403640985489,-2.8513247966766357,0.14708873629570007,0.08431017398834229,0.9569168090820312,3,0.42235950917981624
37,-0.03552978247121145,0.9999998807907104,0.03346908837556839,-1.0615700483322144,-0.2538182735443115,0.0012621879577636719,0.9993687272071838,-1,0.27008965821888625
38,0.0,0.0,0.03182215616106987,0.0,0.0,1.0,0.0,-3,0.0
39,0.06167645600762576,1.0,0.048018455505371094,1.284432291984558,0.3447284400463104,0.003804028034210205,0.9980961680412292,2,0.29576360728136175
40,-0.13871181675332694,0.9999999403953552,0.06041848286986351,-2.2958507537841797,-0.04958176612854004,0.019240856170654297,0.990332841873169,-3,0.46127935414487714
41,0.0,0.0,0.0260329470038414,0.0,0.0,1.0,0.0,-3,0.0
42,0.01708299319612626,0.9999999403953552,0.04426520690321922,0.38592371344566345,-0.18510621786117554,0.0002917051315307617,0.9998541474342346,3,0.6879431721644977
43,-0.10626534435569135,1.0000001192092896,0.0354849137365818,-2.9946627616882324,-0.6033959984779358,0.011292338371276855,0.994337797164917,1,0.41371996369857555
44,0.30720958411050203,0.9999999403953552,0.08175121247768402,3.757859706878662,0.058642078191041946,0.09437769651412964,0.9516419172286987,-3,0.4077148280725517
45,0.277824671016863,1.0,0.034810133278369904,7.981143951416016,-1.638468861579895,0.0771864652633667,0.9606318473815918,-3,0.37159527170960727
46,0.1313237550158102,1.0,0.047837503254413605,2.7452049255371094,-0.7288392782211304,0.0172460675239563,0.9913394451141357,-3,0.4248556462050951
47,-0.05553163355500614,1.0,0.06139764562249184,-0.9044586420059204,0.19425156712532043,0.0030837059020996094,0.9984570145606995,-3,0.34665194161709445
48,0.0,0.0,0.037290774285793304,0.0,0.0,1.0,0.0,-3,0.0
49,-0.1402005198542036,1.0,0.043511565774679184,-3.2221436500549316,-0.08284568041563034,0.019656360149383545,0.9901230931282043,-2,0.5476922689717876
50,0.23073066643673099,1.0,0.028745269402861595,8.026735305786133,0.36170676350593567,0.05323678255081177,0.9730176329612732,-1,0.3390504132937265
51,0.09494485964929647,0.9999999403953552,0.03027488850057125,3.1360926628112793,-0.25556695461273193,0.009014487266540527,0.9954825639724731,1,0.21710558644458142
52,-0.21938263042636433,1.0,0.047851040959358215,-4.584699630737305,1.1840273141860962,0.048128604888916016,0.9756389856338501,3,0.44178538627532543
53,0.0,0.0,0.02597925253212452,0.0,0.0,1.0,0.0,-3,0.0
54,0.0,0.0,0.07505881041288376,0.0,0.0,1.0,0.0,-3,0.0
55,0.0940843412114904,1.0,0.032244350761175156,2.9178550243377686,-1.560843825340271,0.008851826190948486,0.9955642223358154,-1,0.41920873320923246
56,0.2139235942424104,0.9999999403953552,0.042186811566352844,5.070864200592041,-0.9317967891693115,0.04576319456100464,0.9768504500389099,2,0.23489559006767263
57,-0.027986711305674913,0.9999999403953552,0.03656361997127533,-0.7654250264167786,-0.15709087252616882,0.0007831454277038574,0.9996083378791809,2,0.05303188234162783
58,-0.33239326402661407,1.0,0.061645377427339554,-5.392022609710693,-0.46418148279190063,0.1104852557182312,0.9431408643722534,-3,0.43477616317603285
59,-0.023834063204358834,0.9999998807907104,0.04266253858804703,-0.5586649179458618,0.22651880979537964,0.0005679130554199219,0.99971604347229,1,0.334154526780246
60,-0.1367404947525789,1.0,0.04449284449219704,-3.0733144283294678,-0.533767580986023,0.01869809627532959,0.9906068444252014,-2,0.28291593171061896
61,-0.11528790635646383,1.0,0.04094162955880165,-2.8159091472625732,-0.5016427636146545,0.013291239738464355,0.9933321475982666,-3,0.34850065293665544
62,-0.07146034642588728,1.0,0.04738076403737068,-1.5082142353057861,-0.024640943855047226,0.005106449127197266,0.9974434971809387,2,0.3117321606866642
63,0.22126950162688958,1.0,0.034009627997875214,6.506083965301514,-2.796248435974121,0.048960208892822266,0.9752127528190613,0,0.22126950162688958
64,0.0,0.0,0.026342207565903664,0.0,0.0,1.0,0.0,-3,0.0
65,0.4096983452235546,1.0,0.050773635506629944,8.06911563873291,-2.3811771869659424,0.1678527593612671,0.9122210741043091,0,0.4096983452235546
66,-0.07550195564710105,1.0,0.06038400158286095,-1.2503634691238403,-0.13281436264514923,0.005700588226318359,0.9971456527709961,-3,0.2266712427917072
67,-0.0232463874304978,0.9999999403953552,0.01528240367770195,-1.5211210250854492,0.3294903039932251,0.0005404353141784668,0.9997297525405884,3,0.44296157258900926
68,-0.1926909177061376,1.0,0.03725718334317207,-5.171913146972656,-1.0783803462982178,0.037129759788513184,0.9812595248222351,3,0.4344320077057003
69,0.3854961631731164,1.0,0.07299844920635223,5.280881404876709,-0.2557719647884369,0.1486073136329651,0.9227094650268555,0,0.3854961631731164
70,-0.13654615625092742,1.0,0.0250186026096344,-5.457785129547119,-2.0446085929870605,0.01864492893218994,0.9906336665153503,-3,0.459649941879167
71,-0.23352884671603066,0.9999999403953552,0.06257269531488419,-3.7321207523345947,0.7481551766395569,0.05453568696975708,0.9723499417304993,3,0.09735996692108988
72,0.07181286203113658,1.0000001192092896,0.016252940520644188,4.418453216552734,0.29955703020095825,0.005157172679901123,0.9974180459976196,3,0.23202436883413194
73,0.12427850857779162,1.0,0.052991464734077454,2.345255136489868,-0.7123820781707764,0.015445232391357422,0.9922473430633545,-1,0.41214489452957215
74,-0.3968181840574474,1.0,0.054113008081912994,-7.333138465881348,-0.6057466864585876,0.1574646234512329,0.9178972840309143,2,0.3350458592869353
75,-0.24054003372409707,1.0,0.032567255198955536,-7.385947227478027,0.002006232738494873,0.05785953998565674,0.9706392288208008,1,0.3431649606525867
76,-0.10578896355336857,1.0,0.0335196815431118,-3.1560254096984863,-0.7820177674293518,0.011191487312316895,0.9943885803222656,-3,0.23277478238673066
77,0.32105392257375104,0.9999998807907104,0.03642069548368454,8.815150260925293,1.3884503841400146,0.10307550430297852,0.9470610022544861,3,0.5208937990232918
78,-0.1328772521522352,1.0,0.03011494129896164,-4.412336349487305,0.49062228202819824,0.017656326293945312,0.9911325573921204,1,0.3504808364449767
79,-0.12278985508404716,0.9999998807907104,0.049664922058582306,-2.4723658561706543,0.277775377035141,0.01507723331451416,0.9924327731132507,-1,0.3222283589204169
80,-0.2440350017049022,1.0,0.0466378815472126,-5.23254919052124,-0.5847641825675964,0.05955296754837036,0.9697665572166443,-2,0.4173015790827722
81,0.06403798890437032,1.0,0.03733782470226288,1.7150970697402954,-0.057683151215314865,0.004100918769836426,0.9979474544525146,1,0.36079411540882805
82,0.13564540742002687,0.9999999403953552,0.018644245341420174,7.275456428527832,-2.861943483352661,0.018399596214294434,0.9907574653625488,2,0.29228069993110073
83,0.2111187780316471,1.0,0.0541946105659008,3.8955678939819336,1.6222031116485596,0.044571101665496826,0.9774604439735413,3,0.2666833037731109
84,-0.34583839250600823,1.0,0.020320743322372437,-17.018983840942383,-4.999369144439697,0.11960428953170776,0.9382940530776978,-1,0.2671554354817529
85,0.11919185540950429,1.0,0.03520619496703148,3.3855364322662354,-0.9085330367088318,0.01420670747756958,0.9928712248802185,0,0.11919185540950429
86,0.3277885879379469,1.0,0.022592559456825256,14.508697509765625,-0.46521034836769104,0.1074453592300415,0.9447510838508606,-2,0.6465049875685406
87,0.0,0.0,0.05271655321121216,0.0,0.0,1.0,0.0,-3,0.0
88,0.0,0.0,0.025181645527482033,0.0,0.0,1.0,0.0,-3,0.0
89,0.0,0.0,0.04381566867232323,0.0,0.0,1.0,0.0,-3,0.0
90,0.0,0.0,0.06231643632054329,0.0,0.0,1.0,0.0,-3,0.0
91,0.0,0.0,0.025871962308883667,0.0,0.0,1.0,0.0,-3,0.0
92,0.0,0.0,0.046469796448946,0.0,0.0,1.0,0.0,-3,0.0
93,-0.2435404485756314,1.0,0.017736613750457764,-13.730944633483887,6.831697463989258,0.05931204557418823,0.9698907136917114,2,0.22440286379428748
94,-0.12422536583803369,1.0000001192092896,0.031075693666934967,-3.997509241104126,-0.0011932470370084047,0.01543205976486206,0.9922539591789246,-3,0.30920407915984904
95,-0.3238968504657484,1.0,0.07138947397470474,-4.537039756774902,1.0808857679367065,0.10490906238555908,0.9460924863815308,-3,0.4493632771748055
96,0.1267871251465425,1.0,0.030210940167307854,4.196728706359863,1.5595067739486694,0.016074776649475098,0.9919300675392151,-3,0.39922948519677376
97,0.06059681464472826,1.0,0.0714736133813858,0.8478207588195801,0.051992371678352356,0.0036718249320983887,0.9981623888015747,-1,0.4540516937189019
