roi,r0,std_gt,std_rec,slope,intercept,R2,NRMSE,best_lag_TR,r_at_best_lag
0,0.6454112802421798,1.0,0.6653550267219543,0.970025360584259,-0.012599712237715721,0.4165557622909546,0.7638351917266846,0,0.6454112802421798
1,0.4374894987197646,0.9999999403953552,0.35460150241851807,1.2337496280670166,0.002202541334554553,0.19139695167541504,0.8992236256599426,0,0.4374894987197646
2,0.02781442599691183,1.0,0.4736498296260834,0.05872361361980438,-0.0006252512685023248,0.0007737278938293457,0.9996130466461182,2,0.4799576499407764
3,0.7277340979274559,1.0,0.6472365856170654,1.12437105178833,-0.031681668013334274,0.5295969247817993,0.6858593821525574,0,0.7277340979274559
4,0.17937563288317027,1.0000001192092896,0.5742893815040588,0.31234362721443176,-0.009073058143258095,0.03217560052871704,0.9837806224822998,2,0.21874773684058305
5,-0.07913021282965804,0.9999999403953552,0.5530714988708496,-0.14307411015033722,0.006082430947571993,0.006261467933654785,0.996864378452301,-3,0.1466819559724867
6,0.06797848692287041,1.0,0.3382833003997803,0.20095135271549225,-0.008418907411396503,0.004621148109436035,0.9976867437362671,-2,0.2642046426098497
7,-0.052880898340762955,0.9999998211860657,0.5896731615066528,-0.0896783098578453,-0.000790812133345753,0.0027962923049926758,0.998600959777832,2,0.29120436514456494
8,-0.30175531051582655,1.0000001192092896,0.520983874797821,-0.5792028307914734,-0.011517268605530262,0.09105634689331055,0.9533853530883789,3,0.3520212418911022
9,0.05843629008826173,0.9999999403953552,0.2368481606245041,0.2467247098684311,0.0010921936482191086,0.003414630889892578,0.9982912540435791,-3,0.21995241500848364
10,-0.0033054774543304242,0.9999999403953552,0.24957188963890076,-0.01324459072202444,-0.0002032289485214278,1.0848045349121094e-05,0.9999945759773254,2,0.18436330883713295
11,-0.33278898102788285,1.0000001192092896,0.21238180994987488,-1.5669374465942383,-0.042043764144182205,0.1107485294342041,0.9430012702941895,2,0.32407804760504083
12,-0.11945070959607697,1.0,0.45050331950187683,-0.26514947414398193,0.0004683913430199027,0.01426851749420166,0.9928401112556458,-3,0.12891399608571655
13,0.27815575505115414,1.0,0.39664092659950256,0.7012785077095032,-0.038584426045417786,0.07737070322036743,0.960536003112793,-1,0.43756250154298787
14,0.5264102902452851,1.0,0.5465835332870483,0.963092029094696,-0.01569802314043045,0.2771078944206238,0.8502306342124939,1,0.5485125068382577
15,0.28609488448538917,1.0,0.33544260263442993,0.8528878092765808,-0.005648357793688774,0.08185034990310669,0.9582013487815857,0,0.28609488448538917
16,0.03008948811007419,1.0,0.4193365275859833,0.07175499200820923,-0.001387988799251616,0.0009055137634277344,0.9995471239089966,-3,0.1765470607245169
17,0.21580475502814583,0.9999999403953552,0.3001416325569153,0.7190097570419312,-0.03358323499560356,0.04657161235809326,0.9764365553855896,2,0.380105644243802
18,-0.0099548806413003,1.0,0.26091691851615906,-0.03815344721078873,0.00031938005122356117,9.906291961669922e-05,0.9999504685401917,-1,0.039638137566604684
19,0.12285504154202803,1.0,0.28765279054641724,0.42709487676620483,-0.0045961965806782246,0.015093326568603516,0.9924246668815613,-3,0.4503252956436341
20,-0.35452967811535474,1.0000001192092896,0.18820789456367493,-1.8837130069732666,0.02133795991539955,0.12569141387939453,0.9350446462631226,3,0.10073460145977185
21,-0.2650739791888204,0.9999999403953552,0.289767324924469,-0.9147821068763733,0.038146767765283585,0.07026416063308716,0.9642281532287598,-3,0.3076127920559784
22,0.26309833067732613,1.0,0.3398662507534027,0.7741231322288513,0.0020761447958648205,0.06922072172164917,0.9647690653800964,2,0.4320434289358527
23,-0.01689561807513616,1.0,0.25944942235946655,-0.06512104719877243,0.0011690726969391108,0.0002855062484741211,0.9998572468757629,2,0.09600184013459874
24,0.12641015415389137,0.9999999403953552,0.3287341296672821,0.38453614711761475,0.002318216720595956,0.015979409217834473,0.9919781684875488,1,0.32662198031968775
25,-0.048585309552660744,1.0,0.32880595326423645,-0.14776286482810974,-0.0004999372758902609,0.002360522747039795,0.9988190531730652,-3,0.24920504369901156
26,0.42585140889170725,1.0,0.49558937549591064,0.8592827916145325,-0.018366936594247818,0.18134933710098267,0.9047932028770447,-1,0.485752246074984
27,-0.3246176822045779,1.0,0.32841256260871887,-0.9884446859359741,-0.006304532289505005,0.10537654161453247,0.945845365524292,-3,0.268778947554228
28,0.16285172475342424,1.0,0.4700237214565277,0.3464755117893219,-0.007263852749019861,0.026520729064941406,0.9866505265235901,1,0.41822791839616574
29,0.3880081231925701,1.0,0.5068838596343994,0.7654773592948914,-0.0076958294957876205,0.15055036544799805,0.9216558933258057,0,0.3880081231925701
30,0.7654701117078602,1.0,0.5765712857246399,1.3276244401931763,-0.03129207715392113,0.5859445333480835,0.6434714198112488,0,0.7654701117078602
31,0.5196944521512985,0.9999999403953552,0.4140104353427887,1.255268931388855,-0.07465219497680664,0.2700822949409485,0.8543522357940674,-1,0.6865211497811444
32,0.6834719955000363,1.0,0.35771822929382324,1.910643458366394,-0.05842899531126022,0.4671339988708496,0.7299767136573792,0,0.6834719955000363
33,0.7293497565173309,1.0,0.40374836325645447,1.8064463138580322,-0.09431931376457214,0.5319510698318481,0.6841409802436829,0,0.7293497565173309
34,0.5891406498663689,1.0,0.3160924017429352,1.8638241291046143,-0.022951969876885414,0.3470867872238159,0.8080304265022278,0,0.5891406498663689
35,-0.13079290793325668,0.9999999403953552,0.41567739844322205,-0.3146500587463379,0.0017783474177122116,0.01710665225982666,0.9914097785949707,-2,0.35356583998556
36,0.4192626343761993,1.0,0.5248788595199585,0.7987798452377319,-0.015056814067065716,0.17578113079071045,0.9078649878501892,2,0.5544105336801749
37,0.8115473390612155,0.9999998807907104,0.4376879036426544,1.8541690111160278,-0.0707952231168747,0.6586090326309204,0.5842867493629456,0,0.8115473390612155
38,0.0,0.0,0.4439937174320221,0.0,0.0,1.0,0.0,-3,0.0
39,0.8203006807205515,1.0,0.33565863966941833,2.4438540935516357,-0.034438882023096085,0.6728931665420532,0.5719324946403503,0,0.8203006807205515
40,0.7052610034561702,0.9999999403953552,0.34420162439346313,2.048976182937622,-0.033966489136219025,0.49739307165145874,0.7089477777481079,-1,0.7895963803489935
41,0.0,0.0,0.481444776058197,0.0,0.0,1.0,0.0,-3,0.0
42,-0.17045305725395143,0.9999999403953552,0.3496684730052948,-0.48747044801712036,0.004126465879380703,0.02905416488647461,0.9853658080101013,-3,0.39069849810520185
43,-0.46510223084271846,1.0000001192092896,0.5035330057144165,-0.9236777424812317,-0.0029550972394645214,0.21632015705108643,0.8852569460868835,3,0.4635534590097145
44,-0.41421072804395426,0.9999999403953552,0.5253322720527649,-0.7884736657142639,0.027570560574531555,0.17157059907913208,0.9101809859275818,3,0.4043131268903927
45,-0.031679447296686314,1.0,0.4248510003089905,-0.07456601411104202,0.0018152996199205518,0.001003563404083252,0.9994980692863464,-2,0.10578938248428671
46,0.26273770275420316,1.0,0.435593843460083,0.6031712889671326,-0.0005661239847540855,0.06903105974197388,0.9648672938346863,1,0.27555263715462097
47,0.436481988284526,1.0,0.41660913825035095,1.0477014780044556,-0.029224513098597527,0.1905166506767273,0.8997129797935486,-1,0.4863774000372638
