,roi0,roi1,roi2,roi3,roi4,roi5,roi6,roi7,roi8,roi9,roi10,roi11,roi12,roi13,roi14,roi15,roi16,roi17,roi18,roi19,roi20,roi21,roi22,roi23,roi24,roi25,roi26,roi27,roi28,roi29,roi30,roi31,roi32,roi33,roi34,roi35,roi36,roi37,roi38,roi39,roi40,roi41,roi42,roi43,roi44,roi45,roi46,roi47,roi48,roi49,roi50,roi51,roi52,roi53,roi54,roi55,roi56,roi57,roi58,roi59,roi60,roi61,roi62,roi63,roi64,roi65,roi66,roi67,roi68,roi69,roi70,roi71,roi72,roi73,roi74,roi75,roi76,roi77,roi78,roi79,roi80,roi81,roi82,roi83,roi84,roi85,roi86,roi87,roi88,roi89,roi90,roi91,roi92,roi93,roi94,roi95,roi96,roi97,roi98,roi99,roi100,roi101,roi102,roi103,roi104,roi105,roi106,roi107,roi108,roi109,roi110,roi111,roi112,roi113,roi114,roi115,roi116,roi117,roi118,roi119,roi120,roi121,roi122,roi123,roi124,roi125,roi126,roi127,roi128,roi129,roi130,roi131,roi132,roi133,roi134,roi135,roi136,roi137,roi138,roi139,roi140,roi141,roi142,roi143,roi144,roi145,roi146,roi147,roi148,roi149,roi150,roi151,roi152,roi153,roi154,roi155,roi156,roi157,roi158,roi159,roi160,roi161,roi162,roi163,roi164,roi165,roi166,roi167,roi168,roi169,roi170,roi171,roi172,roi173,roi174,roi175,roi176,roi177,roi178,roi179,roi180,roi181,roi182,roi183,roi184,roi185,roi186,roi187,roi188,roi189,roi190,roi191,roi192,roi193,roi194,roi195,roi196,roi197,roi198,roi199,roi200,roi201,roi202,roi203,roi204,roi205,roi206,roi207,roi208,roi209,roi210,roi211,roi212,roi213,roi214,roi215,roi216,roi217,roi218,roi219,roi220,roi221,roi222,roi223,roi224,roi225,roi226,roi227,roi228,roi229,roi230,roi231,roi232,roi233,roi234,roi235,roi236,roi237,roi238,roi239,roi240,roi241,roi242,roi243,roi244,roi245,roi246,roi247,roi248,roi249,roi250,roi251,roi252,roi253,roi254,roi255,roi256,roi257,roi258,roi259,roi260,roi261,roi262,roi263,roi264,roi265,roi266,roi267,roi268,roi269,roi270,roi271,roi272,roi273,roi274,roi275,roi276,roi277,roi278,roi279,roi280,roi281,roi282,roi283,roi284,roi285,roi286,roi287,roi288,roi289,roi290,roi291,roi292,roi293,roi294,roi295,roi296,roi297,roi298,roi299,roi300,roi301,roi302,roi303,roi304,roi305,roi306,roi307,roi308,roi309,roi310,roi311,roi312,roi313,roi314,roi315,roi316,roi317,roi318,roi319,roi320,roi321,roi322,roi323,roi324,roi325,roi326,roi327,roi328,roi329,roi330,roi331,roi332,roi333,roi334,roi335,roi336,roi337,roi338,roi339,roi340,roi341,roi342,roi343,roi344,roi345,roi346,roi347,roi348,roi349,roi350,roi351,roi352,roi353,roi354,roi355,roi356,roi357,roi358,roi359,roi360,roi361,roi362,roi363,roi364,roi365,roi366,roi367,roi368,roi369,roi370,roi371,roi372,roi373,roi374,roi375,roi376,roi377,roi378,roi379,roi380,roi381,roi382,roi383,roi384,roi385,roi386,roi387,roi388,roi389,roi390,roi391,roi392,roi393,roi394,roi395,roi396,roi397,roi398,roi399,roi400,roi401,roi402,roi403,roi404,roi405,roi406,roi407,roi408,roi409,roi410,roi411,roi412,roi413,roi414,roi415,roi416,roi417,roi418,roi419,roi420,roi421,roi422,roi423
roi0,1.000000,-0.889416,-0.957805,-0.708724,0.861204,0.902700,0.906579,-0.824189,-0.823606,0.344870,0.376492,-0.643404,0.888870,-0.866256,-0.400176,-0.386166,-0.685381,-0.875281,0.903448,0.621265,0.835596,0.908684,-0.857767,-0.888838,-0.771249,-0.149385,0.920971,0.581680,0.756314,-0.969269,0.848469,0.912115,0.628206,0.920527,0.919016,-0.871953,-0.875911,-0.169953,0.907369,-0.973335,0.858328,-0.815556,0.903790,-0.076449,0.820208,0.388546,-0.962049,0.610644,-0.495869,0.949751,0.056205,-0.963047,0.802061,-0.886659,0.983495,-0.226177,-0.229493,0.816989,0.112604,-0.487252,0.980264,-0.429892,-0.972140,-0.928272,0.642150,-0.918209,0.778272,0.950727,-0.847389,0.618796,-0.019667,0.684146,-0.097400,-0.707223,-0.714754,-0.509316,0.971438,0.910683,-0.190425,-0.873319,-0.722152,0.802541,-0.906324,-0.332818,0.616167,0.973591,0.927627,-0.946714,-0.719323,0.861810,0.936633,-0.969021,-0.750279,-0.940878,-0.931227,0.233903,-0.287439,-0.967106,-0.936126,0.832865,-0.937513,0.722569,-0.268622,-0.931506,-0.903551,-0.689288,0.907235,0.606666,-0.369187,0.898365,-0.727814,0.864012,-0.055740,-0.981556,-0.558678,0.944584,0.140738,-0.749392,0.452931,0.974825,0.814430,0.149089,0.429742,-0.910663,0.705748,-0.923200,0.446233,-0.771561,-0.949486,-0.681750,-0.943838,0.388375,0.731901,-0.686987,-0.975398,-0.950289,0.942759,0.311375,-0.744962,-0.929630,0.939107,-0.941761,0.892198,-0.880386,-0.978598,0.897346,0.833299,-0.978068,-0.520219,-0.902615,0.957955,-0.404848,-0.966568,0.993264,-0.953799,0.938631,0.792533,-0.386228,0.936703,0.612609,0.905153,0.918178,-0.809817,-0.939692,0.503798,-0.915460,0.782476,0.945528,-0.975527,0.990582,-0.739168,0.975112,0.569456,-0.890537,0.969020,-0.915637,0.577853,-0.599572,-0.960414,0.932691,-0.841196,-0.725999,0.461788,-0.465583,0.614310,0.891719,-0.321216,-0.945785,-0.943900,-0.946164,-0.034589,0.936752,0.917145,0.768944,-0.776072,0.891779,0.618641,0.886995,0.324957,0.882832,0.277098,0.946398,-0.949577,-0.605197,0.922790,-0.425894,0.154964,-0.926178,0.769973,-0.979586,0.988122,-0.123448,0.982432,0.920704,0.855374,0.764101,-0.570633,0.859101,0.925637,-0.929286,-0.890518,-0.819156,0.984947,-0.906021,-0.926974,0.961270,-0.723604,0.136537,-0.974916,0.955027,-0.197466,-0.920639,-0.898060,0.028385,0.309161,0.965504,-0.454727,-0.937291,0.884977,-0.822677,0.943434,0.925626,-0.959286,-0.255800,-0.944211,0.680037,-0.937097,-0.909879,0.947049,-0.974618,-0.865499,0.504041,-0.602409,-0.469654,0.868453,0.960386,-0.831113,-0.843451,0.980522,0.515100,-0.937650,-0.607776,0.961318,0.784940,0.850892,-0.876030,-0.798558,0.886696,0.407738,0.949471,-0.926472,0.829445,-0.608218,-0.990013,0.444703,-0.942584,-0.522501,-0.622069,0.269757,0.470397,-0.928247,0.514546,0.543141,-0.905044,-0.774514,0.851262,0.932836,-0.958946,0.716885,-0.942328,0.981087,0.623132,0.636321,-0.967178,-0.971133,-0.029187,0.831855,-0.879643,-0.765114,0.877964,0.151428,0.756192,0.815443,0.979323,-0.653913,-0.864721,0.976110,-0.916604,-0.404124,0.791062,-0.590533,-0.952518,0.932659,-0.938805,-0.929915,0.940741,-0.893874,0.932259,-0.365055,0.421533,0.938564,0.936617,0.815000,-0.787460,0.770246,0.964533,0.971305,-0.501463,0.538133,-0.554045,0.885028,0.844956,0.379221,-0.932862,-0.956791,0.909297,0.828427,0.762556,0.924629,-0.963383,-0.427456,-0.990956,0.980292,0.954448,-0.823723,-0.908996,0.927775,0.384518,0.952558,0.770395,0.866635,0.837312,-0.674496,0.985938,0.963191,0.806732,-0.378846,-0.536875,-0.796110,0.782126,-0.424366,-0.939987,0.987642,0.958206,-0.831485,-0.941648,0.040240,-0.934724,0.979349,0.880253,0.900990,-0.926442,0.936963,-0.740551,-0.590562,-0.989954,0.099041,0.980262,0.862160,0.963519,-0.376295,0.959733,0.901401,-0.880799,-0.627716,0.866334,0.938309,0.931657,-0.889694,-0.767133,0.411247,0.765829,-0.779319,-0.919283,0.572347,0.940970,0.985007,-0.979988,0.541276,-0.964376,-0.853515,-0.897706,0.056116,0.847645,0.713116,-0.813955,0.876151,-0.718714,-0.238019,0.926177,-0.954966,0.683874,0.850070,0.857589,-0.992657,-0.421357,0.694096,0.826361,-0.624532,-0.742788,-0.939214,0.637986,-0.492795,-0.880902
roi1,-0.889416,1.000000,0.964653,0.888261,-0.803627,-0.991116,-0.980109,0.970307,0.875918,-0.040201,-0.662152,0.615005,-0.976629,0.792812,0.187381,0.738752,0.606365,0.931163,-0.984740,-0.846829,-0.981502,-0.684497,0.902866,0.945059,0.856095,-0.096769,-0.971752,-0.196818,-0.432853,0.949452,-0.874076,-0.985300,-0.292555,-0.914062,-0.975427,0.981480,0.973058,-0.174655,-0.775353,0.961251,-0.730635,0.943260,-0.960586,-0.294611,-0.574569,-0.351042,0.879800,-0.899242,0.779270,-0.975788,0.378714,0.950202,-0.972976,0.821006,-0.892637,0.568542,0.203605,-0.851101,-0.463951,0.242084,-0.943075,0.308693,0.916046,0.895008,-0.916269,0.992258,-0.865628,-0.970009,0.974931,-0.303178,0.344869,-0.299025,0.422061,0.581036,0.864747,0.508565,-0.953777,-0.945598,0.425560,0.995960,0.929242,-0.963806,0.964258,0.091770,-0.677274,-0.960256,-0.938653,0.874801,0.910145,-0.951265,-0.831913,0.923938,0.673279,0.967815,0.973825,0.169811,0.002826,0.950513,0.791955,-0.556309,0.978500,-0.612848,0.155351,0.974484,0.996444,0.905307,-0.823315,-0.699547,0.683534,-0.994519,0.930014,-0.971920,0.406472,0.856437,0.702951,-0.804647,-0.547553,0.679666,-0.284080,-0.831068,-0.884876,-0.422778,-0.584632,0.998371,-0.760743,0.986035,-0.714969,0.834859,0.771861,0.921067,0.934119,-0.594903,-0.865967,0.451352,0.965424,0.934203,-0.973762,-0.651632,0.922669,0.894570,-0.962331,0.974706,-0.890372,0.945524,0.881231,-0.842455,-0.909964,0.921265,0.839856,0.972831,-0.907162,0.752134,0.836774,-0.908608,0.960270,-0.974264,-0.620821,0.451835,-0.959865,-0.877310,-0.933381,-0.902844,0.888783,0.957689,-0.614857,0.908957,-0.880318,-0.964814,0.958018,-0.920603,0.639237,-0.923596,-0.239100,0.979113,-0.926684,0.969553,-0.228002,0.879650,0.941416,-0.933497,0.720411,0.943412,-0.152663,0.711659,-0.894778,-0.997342,0.324943,0.894292,0.977904,0.982351,0.439787,-0.830623,-0.998456,-0.497457,0.973186,-0.995462,-0.878408,-0.996918,-0.707822,-0.992214,-0.552561,-0.982086,0.976037,0.771691,-0.955889,0.761434,-0.063693,0.981303,-0.877174,0.927026,-0.928463,0.253235,-0.934557,-0.978340,-0.922306,-0.818895,0.833892,-0.928616,-0.967010,0.983512,0.953461,0.926428,-0.900972,0.929969,0.701440,-0.981887,0.874001,0.189292,0.939027,-0.985800,0.598768,0.962599,0.977430,0.358648,0.009440,-0.763341,0.766698,0.994232,-0.794849,0.962557,-0.964931,-0.990020,0.869109,-0.006122,0.936125,-0.640862,0.818475,0.904434,-0.954603,0.919782,0.975182,-0.451767,0.870585,0.680079,-0.986472,-0.810305,0.921527,0.955300,-0.923942,-0.677146,0.949060,0.884040,-0.932369,-0.660099,-0.945296,0.944441,0.959166,-0.902744,-0.005463,-0.947797,0.918904,-0.792120,0.679093,0.851905,-0.096525,0.967965,0.808245,0.410096,-0.420271,-0.647572,0.993350,-0.628175,-0.777337,0.939313,0.976301,-0.975651,-0.988954,0.939705,-0.923308,0.862647,-0.880916,-0.883009,-0.762872,0.842205,0.953014,0.447116,-0.803877,0.934075,0.525926,-0.990816,-0.027948,-0.919608,-0.944836,-0.880194,0.884660,0.998187,-0.936837,0.944755,0.749494,-0.939938,0.789058,0.963036,-0.928690,0.869554,0.976943,-0.945853,0.921028,-0.993184,-0.040877,-0.070857,-0.977068,-0.771019,-0.992831,0.943931,-0.964738,-0.979453,-0.942631,0.433178,-0.366672,0.848119,-0.979082,-0.993318,-0.118198,0.873412,0.827088,-0.923351,-0.668172,-0.866675,-0.988676,0.954255,0.718465,0.919089,-0.956679,-0.916140,0.946441,0.964183,-0.831203,-0.362555,-0.946009,-0.666048,-0.956661,-0.946166,0.900843,-0.920606,-0.882013,-0.968899,0.052541,0.192364,0.840182,-0.736127,0.253762,0.926576,-0.834092,-0.789860,0.812547,0.976857,0.278570,0.871248,-0.908020,-0.966356,-0.724262,0.702418,-0.983674,0.768328,0.230638,0.883755,0.004991,-0.881708,-0.940563,-0.926068,0.120437,-0.822120,-0.728196,0.988238,0.775300,-0.785196,-0.747145,-0.790875,0.989413,0.907630,-0.651043,-0.882858,0.943243,0.972022,-0.591771,-0.966122,-0.921498,0.913552,-0.617246,0.935218,0.835842,0.976618,-0.385574,-0.988804,-0.848212,0.961675,-0.966446,0.905850,0.361146,-0.953404,0.883409,-0.442181,-0.936484,-0.948753,0.890891,0.049962,-0.760472,-0.736877,0.719186,0.907547,0.952562,-0.525580,0.737246,0.898006
roi2,-0.957805,0.964653,1.000000,0.808623,-0.792900,-0.971134,-0.968690,0.929649,0.926158,-0.097759,-0.492090,0.722282,-0.926522,0.890972,0.311051,0.615538,0.647517,0.919760,-0.970608,-0.750859,-0.926647,-0.789712,0.944952,0.958301,0.883782,0.039971,-0.960736,-0.318647,-0.573672,0.969947,-0.832398,-0.944782,-0.433862,-0.966526,-0.958445,0.965835,0.946980,-0.005724,-0.840431,0.978725,-0.808166,0.882188,-0.954906,-0.071841,-0.686602,-0.341741,0.923678,-0.785963,0.604658,-0.977703,0.205443,0.960911,-0.911259,0.908711,-0.954206,0.466315,0.269646,-0.844265,-0.352235,0.404932,-0.986207,0.293828,0.973293,0.966948,-0.802321,0.969902,-0.794961,-0.979544,0.913722,-0.432113,0.266343,-0.477532,0.222435,0.636735,0.840249,0.559201,-0.977896,-0.967130,0.403018,0.963511,0.877012,-0.882458,0.966822,0.233459,-0.582595,-0.986465,-0.926522,0.905386,0.816533,-0.933988,-0.925768,0.969469,0.744856,0.987231,0.979335,0.032668,0.198766,0.988936,0.849444,-0.655911,0.983106,-0.665180,0.233562,0.970329,0.962986,0.807055,-0.912735,-0.714403,0.527490,-0.965655,0.828590,-0.937702,0.295127,0.925070,0.698721,-0.866823,-0.337605,0.686536,-0.461246,-0.898667,-0.865531,-0.368218,-0.423544,0.975796,-0.693078,0.957930,-0.677434,0.822934,0.864407,0.850475,0.953860,-0.578987,-0.821205,0.535279,0.983175,0.988265,-0.974607,-0.519223,0.892124,0.895258,-0.961141,0.964334,-0.862342,0.933820,0.953034,-0.836343,-0.861368,0.963497,0.707546,0.946342,-0.938959,0.601240,0.923743,-0.959056,0.960150,-0.955997,-0.646030,0.510324,-0.945959,-0.794204,-0.947001,-0.894066,0.858139,0.985916,-0.677370,0.929478,-0.833390,-0.983449,0.983075,-0.952058,0.693961,-0.982141,-0.418581,0.948642,-0.954038,0.973829,-0.419942,0.766948,0.954054,-0.960851,0.858358,0.879085,-0.312946,0.685549,-0.751863,-0.950366,0.343031,0.911902,0.991868,0.998521,0.288275,-0.881153,-0.980766,-0.646703,0.913512,-0.959754,-0.781419,-0.968299,-0.542423,-0.959171,-0.366969,-0.980036,0.987724,0.709764,-0.966459,0.628433,-0.105068,0.985899,-0.805112,0.983057,-0.960273,0.162686,-0.986141,-0.961713,-0.931610,-0.787432,0.777672,-0.897229,-0.959492,0.979532,0.922903,0.927549,-0.947031,0.982394,0.814782,-0.987181,0.825219,0.052648,0.980270,-0.985727,0.442270,0.951038,0.954195,0.146563,-0.101059,-0.862947,0.631072,0.984808,-0.802615,0.940040,-0.962053,-0.971398,0.915607,0.203630,0.950251,-0.598700,0.936212,0.923707,-0.956494,0.974496,0.959550,-0.594289,0.788866,0.659147,-0.953054,-0.883829,0.879429,0.871706,-0.966381,-0.590046,0.976774,0.799711,-0.961939,-0.721686,-0.951466,0.934233,0.919168,-0.919479,-0.209398,-0.963865,0.962127,-0.821095,0.758528,0.927996,-0.312552,0.985052,0.685139,0.563936,-0.275504,-0.569911,0.980693,-0.598283,-0.674205,0.929114,0.889535,-0.936586,-0.978386,0.976184,-0.853548,0.885018,-0.932922,-0.793072,-0.740018,0.932056,0.980580,0.238048,-0.834353,0.930986,0.585254,-0.957712,0.024361,-0.854236,-0.938544,-0.946622,0.756510,0.953830,-0.978235,0.986021,0.612468,-0.899930,0.678830,0.993370,-0.943645,0.901863,0.963339,-0.995793,0.937363,-0.990272,0.129109,-0.190059,-0.976063,-0.831255,-0.930045,0.912583,-0.890609,-0.988774,-0.967851,0.524189,-0.361795,0.718230,-0.939971,-0.935036,-0.172000,0.940526,0.923533,-0.919355,-0.738919,-0.826733,-0.963874,0.961719,0.596710,0.974093,-0.989584,-0.930965,0.906896,0.958585,-0.872750,-0.338943,-0.971868,-0.806210,-0.932486,-0.923527,0.843255,-0.972187,-0.907474,-0.916632,0.209142,0.314457,0.842303,-0.781552,0.358892,0.961676,-0.918368,-0.875896,0.879399,0.980748,0.098891,0.943698,-0.954859,-0.964536,-0.808754,0.800744,-0.980999,0.741973,0.361049,0.946760,-0.075758,-0.922652,-0.919785,-0.940231,0.239050,-0.900421,-0.858496,0.964896,0.710705,-0.860356,-0.815676,-0.826729,0.957744,0.851914,-0.522192,-0.837580,0.873811,0.981745,-0.602352,-0.974936,-0.978662,0.959142,-0.496791,0.958035,0.901627,0.952054,-0.201403,-0.951991,-0.784846,0.944387,-0.933775,0.848235,0.419959,-0.965292,0.960835,-0.504316,-0.940600,-0.913654,0.963028,0.180194,-0.694090,-0.847628,0.631577,0.858708,0.976265,-0.520157,0.640492,0.879670
roi3,-0.708724,0.888261,0.808623,1.000000,-0.563445,-0.825494,-0.830500,0.841389,0.663241,0.161408,-0.726991,0.671535,-0.813654,0.580946,0.083196,0.814957,0.445107,0.848933,-0.874939,-0.929254,-0.855760,-0.445937,0.794773,0.778955,0.865174,-0.311136,-0.828156,0.000261,-0.192302,0.755989,-0.749483,-0.848049,-0.197440,-0.726130,-0.855265,0.853194,0.833339,-0.423508,-0.556720,0.774578,-0.583554,0.817918,-0.844034,-0.339890,-0.332431,-0.195490,0.705285,-0.885632,0.788257,-0.815644,0.527239,0.810306,-0.824265,0.583334,-0.710633,0.462471,0.147547,-0.634265,-0.431536,0.211337,-0.780517,0.160049,0.764915,0.752120,-0.904400,0.844354,-0.645881,-0.813759,0.817228,-0.203089,0.487216,-0.059880,0.552394,0.310121,0.939954,0.496771,-0.836198,-0.784987,0.279682,0.868015,0.857034,-0.859235,0.850244,-0.174798,-0.625501,-0.767755,-0.766146,0.778828,0.808387,-0.867082,-0.679509,0.717335,0.755914,0.766434,0.787493,0.162598,-0.123021,0.788479,0.665457,-0.354945,0.815914,-0.551567,-0.000015,0.826460,0.867183,0.819381,-0.688096,-0.796228,0.665404,-0.857935,0.889923,-0.851036,0.342137,0.629057,0.474221,-0.654878,-0.499898,0.495782,-0.162106,-0.651795,-0.888024,-0.394547,-0.519465,0.858903,-0.694288,0.831057,-0.666274,0.797806,0.556263,0.879843,0.766961,-0.653424,-0.892553,0.321500,0.774952,0.715121,-0.787150,-0.656149,0.850144,0.831834,-0.767735,0.866561,-0.845506,0.726369,0.672853,-0.722393,-0.833514,0.719065,0.791995,0.864835,-0.729647,0.641454,0.622652,-0.706773,0.795665,-0.833310,-0.401322,0.256365,-0.803074,-0.757244,-0.744350,-0.816937,0.816127,0.774121,-0.456591,0.735214,-0.640370,-0.763303,0.828075,-0.755878,0.405627,-0.743171,0.062877,0.864121,-0.804385,0.787789,-0.064375,0.792548,0.853497,-0.846512,0.508137,0.840000,0.193399,0.627601,-0.861955,-0.851931,0.300247,0.708523,0.796756,0.825206,0.462780,-0.677418,-0.843495,-0.247713,0.874142,-0.866768,-0.796500,-0.886182,-0.683864,-0.857247,-0.629428,-0.827908,0.791095,0.523302,-0.817515,0.758077,0.095081,0.877930,-0.753313,0.753368,-0.790312,0.312141,-0.727801,-0.853196,-0.811414,-0.694503,0.717802,-0.836724,-0.884211,0.848573,0.902860,0.723546,-0.771230,0.785229,0.436334,-0.837370,0.761178,0.165183,0.786221,-0.843423,0.707949,0.835058,0.827110,0.549308,0.170845,-0.583308,0.773224,0.854951,-0.598491,0.832578,-0.795778,-0.874492,0.665326,0.018484,0.784273,-0.540643,0.649758,0.630284,-0.850999,0.782189,0.868625,-0.223720,0.862536,0.556331,-0.844784,-0.602123,0.872614,0.848752,-0.784883,-0.542046,0.768098,0.771419,-0.761395,-0.490243,-0.850112,0.843167,0.838359,-0.723248,0.082169,-0.819114,0.722163,-0.466603,0.611307,0.649943,-0.071106,0.806517,0.773498,0.264251,-0.564706,-0.777725,0.846440,-0.436951,-0.809177,0.825545,0.901571,-0.845852,-0.811756,0.752247,-0.773038,0.650132,-0.703190,-0.871894,-0.750177,0.622026,0.762027,0.638013,-0.576304,0.830219,0.478114,-0.891726,0.152776,-0.815490,-0.798918,-0.667496,0.938007,0.888934,-0.731721,0.797198,0.768905,-0.752868,0.710198,0.809486,-0.775947,0.731175,0.778403,-0.761199,0.749762,-0.840995,-0.125290,0.117144,-0.839002,-0.520652,-0.890898,0.759111,-0.846525,-0.809806,-0.788680,0.254817,-0.356365,0.847673,-0.889954,-0.883081,0.044109,0.775601,0.591763,-0.742948,-0.589997,-0.843262,-0.886181,0.835944,0.527072,0.740293,-0.779108,-0.798595,0.818933,0.812443,-0.664064,-0.480657,-0.783647,-0.348695,-0.849564,-0.842679,0.876868,-0.709640,-0.658861,-0.802476,0.019823,0.085226,0.673583,-0.503469,0.116484,0.800275,-0.640344,-0.566810,0.643223,0.848899,0.491810,0.688407,-0.705150,-0.777228,-0.592140,0.581990,-0.793595,0.644146,0.156351,0.687475,0.097143,-0.643915,-0.792543,-0.821540,0.065842,-0.668740,-0.566556,0.827997,0.691221,-0.652686,-0.514188,-0.629795,0.853933,0.913146,-0.791587,-0.685487,0.791078,0.856390,-0.481480,-0.805670,-0.752899,0.697576,-0.542258,0.793387,0.623358,0.867934,-0.508078,-0.843468,-0.819586,0.856572,-0.811597,0.802958,0.263776,-0.770362,0.626388,-0.348283,-0.847530,-0.803868,0.704257,-0.269034,-0.533097,-0.600418,0.610176,0.767371,0.805824,-0.344884,0.777508,0.828037
roi4,0.861204,-0.803627,-0.792900,-0.563445,1.000000,0.818669,0.852797,-0.759452,-0.664370,0.588150,0.462128,-0.241984,0.890222,-0.694603,-0.154495,-0.274835,-0.590412,-0.831794,0.793456,0.552118,0.756290,0.781478,-0.638830,-0.790936,-0.507362,-0.043782,0.861808,0.581960,0.699765,-0.909260,0.906765,0.876095,0.488335,0.801465,0.840181,-0.777604,-0.800735,-0.165100,0.825025,-0.863309,0.766208,-0.851746,0.838433,0.229101,0.752184,0.421696,-0.790865,0.562968,-0.568602,0.870767,0.015896,-0.888464,0.799605,-0.702017,0.853383,-0.314261,-0.019388,0.775345,0.235760,-0.177612,0.841996,-0.357075,-0.783798,-0.692389,0.628403,-0.857243,0.835196,0.879626,-0.827924,0.510148,0.104208,0.516074,-0.271784,-0.723901,-0.468468,-0.221133,0.853652,0.800937,-0.177203,-0.800291,-0.571655,0.792901,-0.754248,-0.116925,0.638122,0.885644,0.901681,-0.835147,-0.818467,0.779476,0.713044,-0.872886,-0.460234,-0.837509,-0.850793,0.090585,0.021819,-0.846823,-0.797548,0.838418,-0.793472,0.613315,-0.227915,-0.858102,-0.857556,-0.721252,0.660948,0.334049,-0.571838,0.836192,-0.745912,0.808711,-0.211001,-0.877227,-0.477153,0.800911,0.309502,-0.680356,0.247130,0.829634,0.666054,-0.046639,0.707644,-0.837378,0.836895,-0.876622,0.297623,-0.671212,-0.766229,-0.598334,-0.839279,0.104560,0.648657,-0.745495,-0.893543,-0.806648,0.889263,0.378128,-0.587796,-0.806170,0.894836,-0.833176,0.862576,-0.859311,-0.796922,0.906938,0.807198,-0.870002,-0.534322,-0.855592,0.910027,-0.444560,-0.797212,0.879963,-0.865678,0.847053,0.861577,-0.238670,0.910174,0.595691,0.832217,0.893391,-0.768481,-0.812045,0.265345,-0.904998,0.838270,0.852235,-0.843759,0.900179,-0.784628,0.822286,0.581284,-0.831363,0.848664,-0.841691,0.317973,-0.619307,-0.809610,0.747733,-0.529628,-0.683980,0.515991,-0.334218,0.649222,0.853476,-0.341574,-0.835339,-0.834434,-0.815448,-0.166875,0.828072,0.835129,0.544420,-0.692176,0.826921,0.561101,0.801869,0.402391,0.807118,0.258227,0.859957,-0.845256,-0.760296,0.789912,-0.387315,0.218841,-0.779040,0.896880,-0.789073,0.874913,-0.193069,0.854304,0.811772,0.656716,0.768967,-0.485063,0.822944,0.818367,-0.828877,-0.807673,-0.757279,0.856443,-0.678358,-0.807169,0.847170,-0.612843,-0.155877,-0.831648,0.861440,-0.149712,-0.854866,-0.879443,-0.145733,0.210808,0.823407,-0.518673,-0.834106,0.952878,-0.753771,0.883147,0.807936,-0.907393,0.063404,-0.874155,0.850217,-0.676771,-0.834941,0.825567,-0.780691,-0.753606,0.232077,-0.525017,-0.346163,0.815445,0.840304,-0.819586,-0.877667,0.857138,0.708797,-0.796702,-0.556632,0.883945,0.733172,0.668850,-0.821238,-0.652221,0.838298,0.147221,0.842875,-0.777226,0.808039,-0.431733,-0.859138,0.107106,-0.813073,-0.460533,-0.320404,0.263144,0.280577,-0.832533,0.538215,0.573117,-0.742455,-0.758390,0.828715,0.862998,-0.839933,0.715127,-0.932426,0.865890,0.547513,0.509989,-0.771255,-0.862904,-0.152702,0.844853,-0.775232,-0.626348,0.800406,0.551482,0.791852,0.729753,0.871227,-0.654320,-0.801284,0.832955,-0.751415,-0.332617,0.769273,-0.629814,-0.816277,0.854204,-0.815317,-0.884272,0.775655,-0.792325,0.812083,-0.152729,0.492862,0.850033,0.918805,0.743957,-0.722975,0.758354,0.873882,0.844415,-0.362075,0.642741,-0.619267,0.788503,0.798677,0.594940,-0.735878,-0.815004,0.830395,0.591291,0.663298,0.850410,-0.851315,-0.546970,-0.843682,0.859328,0.844969,-0.783842,-0.853652,0.876348,0.293349,0.874988,0.589911,0.816322,0.730733,-0.546348,0.855758,0.919845,0.775632,-0.160355,-0.427807,-0.781669,0.866221,-0.198186,-0.840852,0.831995,0.900276,-0.554034,-0.838605,0.013518,-0.771701,0.896059,0.777438,0.661096,-0.791548,0.859496,-0.838744,-0.430838,-0.893331,0.106790,0.931276,0.873779,0.832416,-0.203978,0.851793,0.669566,-0.826404,-0.642293,0.731515,0.927511,0.821457,-0.839814,-0.583781,0.473954,0.848435,-0.772506,-0.789713,0.522212,0.851074,0.861820,-0.899520,0.792603,-0.902997,-0.613295,-0.834271,0.306284,0.772297,0.714312,-0.661213,0.821860,-0.725373,0.071249,0.815735,-0.855860,0.750499,0.726163,0.870412,-0.850357,-0.444078,0.838390,0.536466,-0.665473,-0.717865,-0.828598,0.829486,-0.400064,-0.852185
