,roi0,roi1,roi2,roi3,roi4,roi5,roi6,roi7,roi8,roi9,roi10,roi11,roi12,roi13,roi14,roi15,roi16,roi17,roi18,roi19,roi20,roi21,roi22,roi23,roi24,roi25,roi26,roi27,roi28,roi29,roi30,roi31,roi32,roi33,roi34,roi35,roi36,roi37,roi38,roi39,roi40,roi41,roi42,roi43,roi44,roi45,roi46,roi47,roi48,roi49,roi50,roi51,roi52,roi53,roi54,roi55,roi56,roi57,roi58,roi59,roi60,roi61,roi62,roi63,roi64,roi65,roi66,roi67,roi68,roi69,roi70,roi71,roi72,roi73,roi74,roi75,roi76,roi77,roi78,roi79,roi80,roi81,roi82,roi83,roi84,roi85,roi86,roi87,roi88,roi89,roi90,roi91,roi92,roi93,roi94,roi95,roi96,roi97,roi98,roi99,roi100,roi101,roi102,roi103,roi104,roi105,roi106,roi107,roi108,roi109,roi110,roi111,roi112,roi113,roi114,roi115,roi116,roi117,roi118,roi119,roi120,roi121,roi122,roi123,roi124,roi125,roi126,roi127,roi128,roi129,roi130,roi131,roi132,roi133,roi134,roi135,roi136,roi137,roi138,roi139,roi140,roi141,roi142,roi143,roi144,roi145,roi146,roi147,roi148,roi149,roi150,roi151,roi152,roi153,roi154,roi155,roi156,roi157,roi158,roi159,roi160,roi161,roi162,roi163,roi164,roi165,roi166,roi167,roi168,roi169,roi170,roi171,roi172,roi173,roi174,roi175,roi176,roi177,roi178,roi179,roi180,roi181,roi182,roi183,roi184,roi185,roi186,roi187,roi188,roi189,roi190,roi191,roi192,roi193,roi194,roi195,roi196,roi197,roi198,roi199,roi200,roi201,roi202,roi203,roi204,roi205,roi206,roi207,roi208,roi209,roi210,roi211,roi212,roi213,roi214,roi215,roi216,roi217,roi218,roi219,roi220,roi221,roi222,roi223,roi224,roi225,roi226,roi227,roi228,roi229,roi230,roi231,roi232,roi233,roi234,roi235,roi236,roi237,roi238,roi239,roi240,roi241,roi242,roi243,roi244,roi245,roi246,roi247,roi248,roi249,roi250,roi251,roi252,roi253,roi254,roi255,roi256,roi257,roi258,roi259,roi260,roi261,roi262,roi263,roi264,roi265,roi266,roi267,roi268,roi269,roi270,roi271,roi272,roi273,roi274,roi275,roi276,roi277,roi278,roi279,roi280,roi281,roi282,roi283,roi284,roi285,roi286,roi287,roi288,roi289,roi290,roi291,roi292,roi293,roi294,roi295,roi296,roi297,roi298,roi299,roi300,roi301,roi302,roi303,roi304,roi305,roi306,roi307,roi308,roi309,roi310,roi311,roi312,roi313,roi314,roi315,roi316,roi317,roi318,roi319,roi320,roi321,roi322,roi323,roi324,roi325,roi326,roi327,roi328,roi329,roi330,roi331,roi332,roi333,roi334,roi335,roi336,roi337,roi338,roi339,roi340,roi341,roi342,roi343,roi344,roi345,roi346,roi347,roi348,roi349,roi350,roi351,roi352,roi353,roi354,roi355,roi356,roi357,roi358,roi359,roi360,roi361,roi362,roi363,roi364,roi365,roi366,roi367,roi368,roi369,roi370,roi371,roi372,roi373,roi374,roi375,roi376,roi377,roi378,roi379,roi380,roi381,roi382,roi383,roi384,roi385,roi386,roi387,roi388,roi389,roi390,roi391,roi392,roi393,roi394,roi395,roi396,roi397,roi398,roi399,roi400,roi401,roi402,roi403,roi404,roi405,roi406,roi407,roi408,roi409,roi410,roi411,roi412,roi413,roi414,roi415,roi416,roi417,roi418,roi419,roi420,roi421,roi422,roi423
roi0,1.000000,0.942192,0.933375,0.984976,0.988876,0.970404,0.863242,0.917690,0.823076,0.889901,0.669731,0.648207,0.932580,0.752596,0.907488,0.900166,0.923324,0.868274,0.911633,0.871779,0.613723,0.800269,0.937090,0.881216,0.712131,0.918396,0.986809,0.691868,0.946232,0.934554,0.933707,0.788944,0.941074,0.741323,0.932028,0.877316,0.963314,0.852896,0.736947,0.883239,0.880282,0.935923,0.941239,0.819822,0.923650,0.845475,0.900426,0.960325,0.890288,0.966027,0.800111,0.946934,0.933148,0.778883,0.861583,0.744272,0.808269,0.820156,0.555494,0.890481,0.701177,0.738779,0.716601,-0.499242,-0.413006,-0.764838,0.896791,0.901211,0.520844,0.840562,0.763783,0.219094,0.880772,0.845960,0.544265,0.086873,0.475006,0.880303,0.756285,0.768990,0.804354,0.380779,0.786464,0.892934,0.080869,0.574846,0.598859,-0.416001,-0.066315,-0.358945,-0.261345,-0.361130,-0.421928,0.102447,0.978276,0.900599,0.882217,0.871497,0.853769,0.720054,0.926231,0.955832,0.492477,0.794357,0.804812,0.799605,0.656413,0.748479,0.786599,0.140511,0.858132,0.553214,0.755494,0.554652,0.752490,0.842926,0.909975,-0.361301,0.556009,0.879866,0.890095,-0.375344,-0.090191,0.921972,0.802191,0.415864,0.673440,0.612257,0.399921,0.691383,-0.372685,0.433282,0.792207,0.249943,0.570251,0.826142,0.969867,0.850637,0.866488,0.921413,0.904500,0.927218,0.975056,0.878546,0.895031,0.923291,0.770560,0.748224,0.928676,0.789814,0.809967,0.875736,0.929581,0.979063,0.413198,0.819567,0.940919,0.961913,0.971390,0.943717,0.958786,0.892467,0.914074,-0.016090,0.243673,-0.365105,0.650827,0.887364,0.740841,0.693165,0.000798,-0.359126,0.750250,0.721733,0.845832,0.576490,0.459065,0.501993,0.675460,0.490040,0.996937,0.932222,0.906864,0.992649,0.939329,0.938552,0.901718,0.832565,0.780452,0.609071,0.682019,0.263672,0.864834,0.940568,0.948672,0.825064,0.864139,0.759016,0.915536,0.745489,0.570479,0.891072,0.905186,0.651030,0.709446,0.750918,0.954980,0.611454,0.927462,0.932291,0.780626,0.645695,0.914356,0.963615,0.817002,0.922423,0.965299,0.880115,0.820993,0.895154,0.808473,0.906445,0.924908,0.774217,0.907082,0.870334,0.800031,0.877168,0.877710,0.791106,0.714277,0.812864,0.894033,0.650444,0.870680,0.779405,0.772497,0.869207,0.901049,0.864456,0.320732,0.720762,0.810340,-0.192170,-0.076511,-0.363485,0.729872,0.820201,0.759985,0.807210,0.692442,-0.064155,0.788940,0.669318,0.583032,0.483999,0.015386,0.685332,0.783571,0.819155,0.429812,0.563653,0.333044,0.658535,0.209476,0.607097,0.575344,-0.389079,0.213064,-0.489825,-0.427081,-0.357058,-0.359345,-0.359913,0.942796,0.858253,0.922910,0.723105,0.369136,0.514440,0.784921,0.671891,0.303276,0.856878,0.657340,0.473132,0.455730,0.449659,0.574961,-0.379131,0.627184,0.409058,0.154458,0.830301,0.595501,0.560881,0.797305,-0.387180,0.869468,0.583460,0.901554,-0.583574,-0.364235,0.600431,0.391864,0.443724,0.834186,0.340953,0.544539,0.568657,-0.357522,-0.272672,0.754460,-0.463927,-0.023940,0.654947,0.925967,0.904107,0.941169,0.886430,0.919906,0.941765,0.793979,0.896472,0.825050,0.922624,0.601649,0.876543,0.859328,0.847852,0.679711,0.802727,0.610193,0.783814,0.107162,0.884663,0.885981,0.880887,0.852510,0.820583,0.950615,0.641528,0.868201,0.468610,-0.365845,-0.402088,0.582511,0.796303,0.559484,-0.078648,0.439349,-0.357033,0.460498,0.528462,0.340306,0.291735,0.498246,0.623660,0.897440,0.758698,-0.033301,-0.266595,0.434237,0.842171,0.572490,0.669538,0.913521,0.730242,0.922378,0.611501,0.761280,0.530859,0.733329,0.698770,0.631216,0.271666,0.948214,0.781891,0.542395,0.475612,0.822351,0.703141,0.534434,0.263087,0.574544,0.723108,0.749923,0.636401,0.781528,0.583186,0.911107,0.727599,0.724949,0.715238,0.839086,0.741772,0.738004,0.618221,0.857931,0.897215,0.888130,0.879597,0.947786,0.754033,-0.369239,0.808799,0.233087,0.463267,0.464822,-0.377135,-0.377903,-0.359890,-0.363829,-0.370636,-0.433421,-0.360840,-0.375346,-0.385237,-0.383944,-0.204519,-0.356993,-0.590098,-0.369967,-0.590865
roi1,0.942192,1.000000,0.976574,0.949731,0.962708,0.879700,0.810262,0.981176,0.941175,0.971006,0.846839,0.822540,0.938248,0.547925,0.974774,0.825101,0.977801,0.707554,0.965739,0.838682,0.444459,0.668581,0.994270,0.909898,0.876809,0.950694,0.939911,0.839878,0.953039,0.977643,0.970312,0.602267,0.909049,0.551682,0.868890,0.913310,0.887968,0.752830,0.902107,0.870696,0.859830,0.981030,0.922648,0.918017,0.873728,0.923668,0.975494,0.933363,0.935206,0.979041,0.937594,0.985687,0.971747,0.900087,0.960442,0.906186,0.760128,0.801491,0.668358,0.908925,0.625460,0.871794,0.823835,-0.427633,-0.327665,-0.724753,0.891356,0.932636,0.692737,0.912080,0.829879,0.109851,0.982703,0.932530,0.613309,0.080436,0.295857,0.941900,0.871355,0.855892,0.933431,0.449428,0.924507,0.937617,0.210512,0.611571,0.724018,-0.589858,-0.278580,-0.544857,-0.067843,-0.545845,-0.594477,0.113835,0.966030,0.750989,0.865755,0.909057,0.966876,0.873092,0.961882,0.909675,0.655968,0.912638,0.881793,0.885553,0.822253,0.820633,0.881792,0.032532,0.811190,0.686483,0.862383,0.713410,0.875015,0.966950,0.977299,-0.546769,0.377423,0.928165,0.961064,-0.558038,0.042251,0.990641,0.878284,0.196202,0.771445,0.752861,0.527268,0.785463,-0.555918,0.454591,0.800679,0.351009,0.568852,0.870877,0.955532,0.685617,0.951501,0.984109,0.977698,0.978322,0.988302,0.971666,0.966305,0.924805,0.920200,0.886578,0.985916,0.906713,0.941329,0.970457,0.954184,0.901314,0.225638,0.713366,0.819470,0.858668,0.960320,0.907013,0.977720,0.841289,0.812191,-0.044673,0.131837,-0.549916,0.788242,0.935264,0.820730,0.663664,-0.070475,-0.544389,0.840333,0.797830,0.928865,0.660945,0.367805,0.630245,0.818056,0.662123,0.947983,0.981818,0.964294,0.957851,0.938857,0.850181,0.791471,0.933332,0.915833,0.779529,0.841088,0.438979,0.892917,0.843165,0.982494,0.851848,0.950064,0.614866,0.904943,0.797341,0.587718,0.850571,0.971355,0.736666,0.788154,0.871149,0.918563,0.796325,0.957930,0.959324,0.909404,0.496683,0.900556,0.885851,0.816324,0.976607,0.931840,0.765270,0.932273,0.817803,0.712178,0.969550,0.903449,0.908191,0.962428,0.948719,0.939628,0.975914,0.923297,0.842269,0.887989,0.918609,0.981997,0.836726,0.964051,0.897157,0.694618,0.837475,0.891856,0.819002,0.397590,0.815869,0.849209,-0.091301,0.028022,-0.548637,0.884844,0.885959,0.849590,0.909797,0.831215,-0.021831,0.917685,0.771374,0.694972,0.397623,-0.091306,0.771059,0.876591,0.916498,0.604760,0.612840,0.523709,0.785133,0.172893,0.707239,0.732855,-0.568833,0.056127,-0.647831,-0.597021,-0.543303,-0.545194,-0.545698,0.913810,0.958366,0.981359,0.868029,0.463168,0.679451,0.888857,0.817508,0.490920,0.945177,0.799568,0.601509,0.555730,0.584861,0.698236,-0.561035,0.714555,0.523735,0.346875,0.877480,0.744728,0.763919,0.920094,-0.567361,0.818530,0.688322,0.965664,-0.723236,-0.549279,0.700151,0.521881,0.216370,0.700481,0.466142,0.640368,0.666056,-0.543690,-0.380105,0.755713,-0.438511,-0.154362,0.466543,0.874287,0.771339,0.976875,0.947786,0.984715,0.980514,0.863363,0.984637,0.891290,0.914850,0.713396,0.981879,0.935572,0.948293,0.829423,0.908587,0.646990,0.764025,0.134279,0.796530,0.755805,0.876502,0.891098,0.710525,0.834677,0.437629,0.738419,0.342753,-0.550502,-0.578977,0.713876,0.872219,0.572145,-0.126113,0.423266,-0.543199,0.608959,0.673669,0.465327,0.384103,0.610758,0.751077,0.877534,0.883446,0.143778,-0.311003,0.364538,0.815406,0.666933,0.663273,0.855157,0.803212,0.857250,0.717285,0.876922,0.646087,0.770149,0.805634,0.761751,0.386948,0.904953,0.869761,0.691663,0.637806,0.868183,0.762522,0.595015,0.157352,0.684214,0.686771,0.835182,0.621512,0.874683,0.646679,0.890823,0.728635,0.787323,0.755807,0.798159,0.744141,0.632325,0.529071,0.802378,0.832527,0.814597,0.759799,0.827938,0.772840,-0.551938,0.716746,0.258559,0.411863,0.455752,-0.559424,-0.560017,-0.545695,-0.548909,-0.552956,-0.603442,-0.545650,-0.558041,-0.565813,-0.564763,-0.272667,-0.542809,-0.727172,-0.553747,-0.727300
roi2,0.933375,0.976574,1.000000,0.912660,0.946154,0.846827,0.747613,0.962841,0.920645,0.955770,0.799389,0.812146,0.971127,0.538734,0.969059,0.857176,0.993683,0.702502,0.928560,0.874286,0.438068,0.605404,0.982886,0.858043,0.881280,0.917209,0.905956,0.816846,0.975673,0.985981,0.950631,0.575446,0.861277,0.550349,0.793353,0.951520,0.858138,0.670359,0.879717,0.780761,0.762835,0.984696,0.911578,0.887387,0.922427,0.956893,0.988673,0.964098,0.971463,0.965531,0.921358,0.986415,0.988614,0.882455,0.972924,0.899103,0.659804,0.736370,0.571239,0.859657,0.542504,0.798663,0.748304,-0.373857,-0.355363,-0.662313,0.904401,0.896615,0.654503,0.902971,0.795913,0.077260,0.955795,0.878728,0.464882,-0.043854,0.321089,0.888303,0.813688,0.762746,0.892438,0.351803,0.912554,0.887814,0.185381,0.505424,0.661845,-0.497383,-0.222055,-0.458359,-0.159793,-0.457982,-0.501514,0.039439,0.951356,0.705273,0.804876,0.861607,0.958035,0.832128,0.921160,0.861358,0.576464,0.853971,0.921401,0.816121,0.762357,0.729204,0.814416,0.014734,0.836183,0.593635,0.774368,0.709703,0.840270,0.951802,0.951478,-0.460057,0.412448,0.870583,0.963815,-0.469774,0.082602,0.970732,0.799487,0.138491,0.676485,0.676011,0.446331,0.720515,-0.467948,0.354275,0.806428,0.278339,0.506040,0.914014,0.925004,0.682257,0.896332,0.941174,0.978144,0.993816,0.982167,0.963097,0.962741,0.871592,0.894658,0.911508,0.971982,0.908546,0.950652,0.977465,0.927868,0.885385,0.258265,0.698101,0.823650,0.860927,0.933018,0.911195,0.932941,0.770798,0.813343,-0.078793,0.023309,-0.462870,0.719882,0.886022,0.739775,0.542139,0.007969,-0.456981,0.739189,0.790299,0.902525,0.589476,0.281535,0.526505,0.733558,0.566599,0.923722,0.963290,0.945898,0.947366,0.929638,0.843685,0.795840,0.956923,0.923991,0.809910,0.828046,0.430927,0.918087,0.817787,0.967766,0.893405,0.954357,0.613801,0.928842,0.749931,0.565709,0.807188,0.938583,0.616629,0.667225,0.781982,0.895592,0.722936,0.968623,0.986325,0.859891,0.453430,0.874793,0.877604,0.728805,0.973893,0.888535,0.743720,0.958465,0.742917,0.606015,0.987352,0.831083,0.873083,0.959637,0.946942,0.938804,0.952577,0.964976,0.893042,0.884289,0.937854,0.945703,0.812268,0.926332,0.818549,0.604113,0.811049,0.837826,0.744344,0.260742,0.713170,0.746329,-0.046171,-0.068541,-0.461808,0.876339,0.801246,0.755855,0.851487,0.770664,-0.129410,0.848632,0.659572,0.589735,0.269981,-0.024092,0.660505,0.805479,0.839933,0.500380,0.493246,0.412914,0.684409,0.145376,0.584461,0.630349,-0.478951,0.167364,-0.553408,-0.502132,-0.456963,-0.458697,-0.459196,0.848512,0.925353,0.942642,0.798418,0.345695,0.595977,0.846181,0.742368,0.415266,0.882291,0.718452,0.522498,0.450487,0.529627,0.610687,-0.472313,0.613437,0.450339,0.249902,0.835302,0.705318,0.695749,0.862876,-0.477720,0.846626,0.622174,0.956382,-0.651546,-0.462398,0.587736,0.397573,0.195758,0.695377,0.348622,0.519626,0.611689,-0.457322,-0.317547,0.648816,-0.401506,-0.120146,0.488880,0.834484,0.742434,0.933960,0.897222,0.966517,0.955681,0.912675,0.980556,0.927484,0.934794,0.595172,0.955604,0.932890,0.932523,0.855804,0.936580,0.531677,0.708261,0.145256,0.788108,0.763136,0.900168,0.856910,0.629906,0.796700,0.407606,0.713527,0.230181,-0.463375,-0.487706,0.608751,0.811256,0.452969,-0.091582,0.444244,-0.456769,0.512465,0.577144,0.349833,0.325191,0.499060,0.639101,0.797748,0.828596,0.124244,-0.178147,0.298612,0.742330,0.610669,0.542779,0.777539,0.713064,0.794059,0.620773,0.824605,0.556244,0.681775,0.699252,0.775629,0.434410,0.914626,0.816297,0.625719,0.589274,0.802740,0.687036,0.601828,0.044377,0.557356,0.592695,0.758545,0.516692,0.833498,0.567773,0.836442,0.626696,0.682741,0.654780,0.714910,0.641205,0.518979,0.465005,0.726347,0.780865,0.769277,0.701547,0.815619,0.675253,-0.462627,0.635960,0.201943,0.359970,0.346045,-0.470908,-0.471399,-0.459223,-0.462017,-0.463390,-0.509739,-0.457868,-0.469774,-0.476355,-0.475431,-0.356452,-0.455864,-0.664241,-0.466079,-0.666983
roi3,0.984976,0.949731,0.912660,1.000000,0.996961,0.964861,0.912697,0.941184,0.869767,0.909306,0.753901,0.689760,0.889747,0.709883,0.933057,0.811353,0.918897,0.826902,0.947342,0.806702,0.546208,0.802989,0.941695,0.908144,0.733180,0.940730,0.989409,0.760566,0.909469,0.926864,0.966425,0.751143,0.951219,0.670626,0.965596,0.841985,0.937607,0.886680,0.791886,0.948965,0.939802,0.928437,0.935088,0.880441,0.849555,0.814372,0.899484,0.908378,0.842310,0.971190,0.842823,0.937647,0.915620,0.824593,0.870448,0.773721,0.869092,0.881712,0.654577,0.921059,0.718102,0.812744,0.809215,-0.527044,-0.378167,-0.816277,0.837766,0.933000,0.562018,0.838686,0.798118,0.147925,0.905552,0.897159,0.678662,0.200738,0.387573,0.936568,0.831434,0.860484,0.847965,0.459418,0.809316,0.932439,0.125814,0.645554,0.686182,-0.551192,-0.214299,-0.493785,-0.135701,-0.496786,-0.557006,0.237933,0.968689,0.879635,0.884974,0.922658,0.868755,0.789606,0.943412,0.976105,0.616481,0.864755,0.750547,0.884614,0.748273,0.817556,0.866924,0.083173,0.793533,0.663363,0.853667,0.604127,0.800961,0.867728,0.929312,-0.496157,0.445994,0.918655,0.894962,-0.510432,-0.073786,0.928561,0.879030,0.425908,0.744118,0.716925,0.506198,0.743721,-0.507734,0.533527,0.732131,0.394019,0.581469,0.775236,0.958262,0.791613,0.922556,0.959752,0.904105,0.914535,0.963064,0.899641,0.904517,0.963732,0.811615,0.744684,0.944378,0.818050,0.824698,0.876974,0.949556,0.959384,0.314464,0.770647,0.883479,0.915325,0.982260,0.905053,0.975074,0.924141,0.860944,0.040683,0.294119,-0.499966,0.751966,0.938999,0.811679,0.777170,-0.081026,-0.494586,0.849394,0.732317,0.861376,0.664740,0.492779,0.624508,0.778794,0.609010,0.999419,0.930272,0.916219,0.986779,0.948602,0.898247,0.845381,0.821479,0.793875,0.597397,0.705604,0.304793,0.821957,0.922759,0.956145,0.773209,0.852792,0.706803,0.858226,0.786290,0.599033,0.902171,0.930028,0.768568,0.819383,0.845750,0.926295,0.704152,0.917442,0.888321,0.853461,0.631292,0.917051,0.923727,0.895512,0.916803,0.969938,0.841366,0.807438,0.922088,0.860805,0.895935,0.966575,0.842417,0.914694,0.885315,0.819388,0.911233,0.829079,0.719771,0.749196,0.815310,0.924450,0.712340,0.898840,0.826953,0.829820,0.878340,0.911557,0.880962,0.475419,0.827900,0.896121,-0.268575,0.095971,-0.498290,0.766458,0.888587,0.841600,0.872811,0.774552,0.044070,0.862045,0.779594,0.691179,0.539400,-0.105117,0.794533,0.870620,0.897782,0.564633,0.667987,0.468707,0.776387,0.223658,0.718995,0.688029,-0.524401,0.064718,-0.620253,-0.562981,-0.491890,-0.494161,-0.494699,0.972525,0.894579,0.944802,0.805862,0.516195,0.628549,0.852767,0.775059,0.419451,0.914947,0.757232,0.581506,0.556108,0.550504,0.687096,-0.514298,0.739289,0.498809,0.307929,0.877135,0.661915,0.664643,0.872266,-0.522457,0.789899,0.680444,0.923229,-0.688104,-0.499032,0.721655,0.538679,0.420154,0.782837,0.493746,0.678726,0.645796,-0.492348,-0.396239,0.850831,-0.420237,-0.071914,0.553890,0.927787,0.877240,0.963651,0.929131,0.921946,0.965250,0.749958,0.903667,0.797234,0.874415,0.723875,0.897371,0.867650,0.872046,0.684058,0.785861,0.736908,0.806684,0.147880,0.842421,0.823093,0.833631,0.888380,0.845167,0.929462,0.605642,0.849720,0.525943,-0.500724,-0.537465,0.708860,0.862116,0.667392,-0.148797,0.414629,-0.491934,0.590840,0.652146,0.496810,0.334523,0.616613,0.720451,0.928388,0.794503,0.039517,-0.410357,0.487840,0.829958,0.650466,0.780187,0.937607,0.824437,0.931852,0.684270,0.824891,0.654207,0.825110,0.790772,0.610046,0.253943,0.905086,0.856527,0.640323,0.569314,0.858228,0.799012,0.524272,0.358585,0.709833,0.787808,0.829955,0.746340,0.836983,0.683859,0.925657,0.822552,0.828404,0.825116,0.905675,0.840995,0.805994,0.673457,0.918380,0.922323,0.910111,0.900776,0.924586,0.844825,-0.505402,0.861037,0.292384,0.538766,0.592559,-0.512284,-0.513073,-0.494658,-0.498657,-0.506890,-0.568119,-0.496455,-0.510434,-0.520511,-0.519223,-0.163449,-0.492253,-0.686676,-0.504972,-0.685100
roi4,0.988876,0.962708,0.946154,0.996961,1.000000,0.961408,0.897630,0.948851,0.879071,0.936122,0.763089,0.724176,0.936107,0.700832,0.952525,0.848684,0.952066,0.814439,0.952506,0.846522,0.542934,0.776497,0.968882,0.914627,0.768623,0.950958,0.984812,0.766802,0.931619,0.946465,0.970335,0.733351,0.948472,0.666302,0.946578,0.872177,0.934351,0.851515,0.817545,0.910098,0.905584,0.949309,0.942773,0.895329,0.885382,0.861734,0.934262,0.945271,0.883248,0.985416,0.859152,0.961527,0.945722,0.857646,0.908577,0.802958,0.837459,0.873719,0.656575,0.920228,0.700653,0.803364,0.790117,-0.487818,-0.372432,-0.797889,0.870395,0.942434,0.577062,0.851548,0.794814,0.148979,0.925385,0.884874,0.632982,0.138437,0.370231,0.922267,0.826926,0.839658,0.858846,0.456782,0.835500,0.940305,0.142975,0.617094,0.680097,-0.541207,-0.209394,-0.488431,-0.141271,-0.490507,-0.546604,0.174409,0.984736,0.859722,0.893614,0.920804,0.887819,0.789286,0.937512,0.955674,0.600168,0.863287,0.790505,0.866454,0.738627,0.792383,0.856589,0.050173,0.805554,0.636852,0.825904,0.639038,0.802609,0.895755,0.952714,-0.490628,0.450482,0.932675,0.914698,-0.503750,-0.039693,0.936787,0.850283,0.380671,0.727601,0.706236,0.485112,0.758978,-0.501263,0.469372,0.786155,0.351498,0.576430,0.818938,0.969600,0.781258,0.921650,0.967711,0.939122,0.942802,0.982184,0.916423,0.941405,0.964097,0.834455,0.782950,0.950542,0.834686,0.858859,0.904862,0.962568,0.963176,0.315660,0.781526,0.888507,0.931077,0.992672,0.933418,0.971140,0.912130,0.864754,-0.005939,0.220100,-0.494191,0.738778,0.932165,0.796611,0.726929,-0.066470,-0.488619,0.828028,0.745497,0.861551,0.650667,0.457217,0.591950,0.767737,0.602449,0.997486,0.953564,0.939648,0.994137,0.969389,0.917467,0.862686,0.848170,0.813172,0.627481,0.712800,0.294525,0.877977,0.917003,0.967406,0.821026,0.889701,0.710739,0.892595,0.804991,0.633821,0.912295,0.937166,0.734808,0.774862,0.826671,0.935813,0.717137,0.943768,0.917492,0.851152,0.622166,0.904013,0.931931,0.865230,0.937200,0.961062,0.840709,0.850503,0.892422,0.816551,0.927842,0.949771,0.844763,0.940737,0.906621,0.849112,0.929509,0.868764,0.786182,0.772349,0.841249,0.926572,0.725703,0.904569,0.810957,0.796952,0.873327,0.921654,0.870325,0.429634,0.809380,0.862506,-0.209568,0.052989,-0.492677,0.787040,0.865964,0.822779,0.862360,0.774486,-0.032841,0.846394,0.752638,0.679123,0.504826,-0.075144,0.749617,0.850882,0.885876,0.539345,0.627370,0.432651,0.746218,0.197929,0.687682,0.670519,-0.516489,0.080928,-0.607221,-0.551226,-0.486667,-0.488791,-0.489328,0.951358,0.908674,0.947657,0.807083,0.472226,0.609669,0.840943,0.761668,0.422562,0.904200,0.741773,0.572503,0.535781,0.533898,0.658487,-0.507272,0.712899,0.485375,0.283439,0.869278,0.652956,0.654501,0.867129,-0.514736,0.827334,0.684308,0.944538,-0.682621,-0.493382,0.692363,0.504634,0.372639,0.775643,0.463150,0.636206,0.653166,-0.487100,-0.393655,0.813575,-0.424718,-0.110371,0.549314,0.919769,0.877180,0.967731,0.927284,0.939954,0.977704,0.810794,0.922069,0.844360,0.913232,0.685998,0.909873,0.872854,0.879553,0.718617,0.842029,0.689518,0.821554,0.140244,0.861368,0.830626,0.874645,0.890292,0.799986,0.911070,0.588928,0.841668,0.464287,-0.494880,-0.528473,0.688009,0.858392,0.611504,-0.155125,0.437113,-0.486638,0.572728,0.636535,0.460774,0.328104,0.587311,0.713641,0.909224,0.813935,0.060888,-0.362106,0.421733,0.809250,0.667222,0.733841,0.909665,0.815336,0.925613,0.686032,0.813462,0.633676,0.795887,0.768419,0.657675,0.295361,0.915755,0.854995,0.634924,0.563133,0.870587,0.777422,0.534125,0.262545,0.664832,0.760314,0.824406,0.709022,0.837866,0.660188,0.928120,0.793965,0.789780,0.792057,0.864741,0.800127,0.748726,0.627023,0.883605,0.904009,0.889182,0.861956,0.919854,0.821420,-0.498081,0.810528,0.267237,0.471521,0.552137,-0.505405,-0.506121,-0.489305,-0.492999,-0.499377,-0.557011,-0.490231,-0.503752,-0.512933,-0.511734,-0.207308,-0.486607,-0.684502,-0.498726,-0.683940
