,roi_rec0,roi_rec1,roi_rec2,roi_rec3,roi_rec4,roi_rec5,roi_rec6,roi_rec7,roi_rec8,roi_rec9,roi_rec10,roi_rec11,roi_rec12,roi_rec13,roi_rec14,roi_rec15,roi_rec16,roi_rec17,roi_rec18,roi_rec19,roi_rec20,roi_rec21,roi_rec22,roi_rec23,roi_rec24,roi_rec25,roi_rec26,roi_rec27,roi_rec28,roi_rec29,roi_rec30,roi_rec31,roi_rec32,roi_rec33,roi_rec34,roi_rec35,roi_rec36,roi_rec37,roi_rec38,roi_rec39,roi_rec40,roi_rec41,roi_rec42,roi_rec43,roi_rec44,roi_rec45,roi_rec46,roi_rec47,roi_rec48,roi_rec49,roi_rec50,roi_rec51,roi_rec52,roi_rec53,roi_rec54,roi_rec55,roi_rec56,roi_rec57,roi_rec58,roi_rec59,roi_rec60,roi_rec61,roi_rec62,roi_rec63,roi_rec64,roi_rec65,roi_rec66,roi_rec67,roi_rec68,roi_rec69,roi_rec70,roi_rec71,roi_rec72,roi_rec73,roi_rec74,roi_rec75,roi_rec76,roi_rec77,roi_rec78,roi_rec79,roi_rec80,roi_rec81,roi_rec82,roi_rec83,roi_rec84,roi_rec85,roi_rec86,roi_rec87,roi_rec88,roi_rec89,roi_rec90,roi_rec91,roi_rec92,roi_rec93,roi_rec94,roi_rec95,roi_rec96,roi_rec97,roi_rec98,roi_rec99,roi_rec100,roi_rec101,roi_rec102,roi_rec103,roi_rec104,roi_rec105,roi_rec106,roi_rec107,roi_rec108,roi_rec109,roi_rec110,roi_rec111,roi_rec112,roi_rec113,roi_rec114,roi_rec115,roi_rec116,roi_rec117,roi_rec118,roi_rec119,roi_rec120,roi_rec121,roi_rec122,roi_rec123,roi_rec124,roi_rec125,roi_rec126,roi_rec127,roi_rec128,roi_rec129,roi_rec130,roi_rec131,roi_rec132,roi_rec133,roi_rec134,roi_rec135,roi_rec136,roi_rec137,roi_rec138,roi_rec139,roi_rec140,roi_rec141,roi_rec142,roi_rec143,roi_rec144,roi_rec145,roi_rec146,roi_rec147,roi_rec148,roi_rec149,roi_rec150,roi_rec151,roi_rec152,roi_rec153,roi_rec154,roi_rec155,roi_rec156,roi_rec157,roi_rec158,roi_rec159,roi_rec160,roi_rec161,roi_rec162,roi_rec163,roi_rec164,roi_rec165,roi_rec166,roi_rec167,roi_rec168,roi_rec169,roi_rec170,roi_rec171,roi_rec172,roi_rec173,roi_rec174,roi_rec175,roi_rec176,roi_rec177,roi_rec178,roi_rec179,roi_rec180,roi_rec181,roi_rec182,roi_rec183,roi_rec184,roi_rec185,roi_rec186,roi_rec187,roi_rec188,roi_rec189,roi_rec190,roi_rec191,roi_rec192,roi_rec193,roi_rec194,roi_rec195,roi_rec196,roi_rec197,roi_rec198,roi_rec199,roi_rec200,roi_rec201,roi_rec202,roi_rec203,roi_rec204,roi_rec205,roi_rec206,roi_rec207,roi_rec208,roi_rec209,roi_rec210,roi_rec211,roi_rec212,roi_rec213,roi_rec214,roi_rec215,roi_rec216,roi_rec217,roi_rec218,roi_rec219,roi_rec220,roi_rec221,roi_rec222,roi_rec223,roi_rec224,roi_rec225,roi_rec226,roi_rec227,roi_rec228,roi_rec229,roi_rec230,roi_rec231,roi_rec232,roi_rec233,roi_rec234,roi_rec235,roi_rec236,roi_rec237,roi_rec238,roi_rec239,roi_rec240,roi_rec241,roi_rec242,roi_rec243,roi_rec244,roi_rec245,roi_rec246,roi_rec247,roi_rec248,roi_rec249,roi_rec250,roi_rec251,roi_rec252,roi_rec253,roi_rec254,roi_rec255,roi_rec256,roi_rec257,roi_rec258,roi_rec259,roi_rec260,roi_rec261,roi_rec262,roi_rec263,roi_rec264,roi_rec265,roi_rec266,roi_rec267,roi_rec268,roi_rec269,roi_rec270,roi_rec271,roi_rec272,roi_rec273,roi_rec274,roi_rec275,roi_rec276,roi_rec277,roi_rec278,roi_rec279,roi_rec280,roi_rec281,roi_rec282,roi_rec283,roi_rec284,roi_rec285,roi_rec286,roi_rec287,roi_rec288,roi_rec289,roi_rec290,roi_rec291,roi_rec292,roi_rec293,roi_rec294,roi_rec295,roi_rec296,roi_rec297,roi_rec298,roi_rec299,roi_rec300,roi_rec301,roi_rec302,roi_rec303,roi_rec304,roi_rec305,roi_rec306,roi_rec307,roi_rec308,roi_rec309,roi_rec310,roi_rec311,roi_rec312,roi_rec313,roi_rec314,roi_rec315,roi_rec316,roi_rec317,roi_rec318,roi_rec319,roi_rec320,roi_rec321,roi_rec322,roi_rec323,roi_rec324,roi_rec325,roi_rec326,roi_rec327,roi_rec328,roi_rec329,roi_rec330,roi_rec331,roi_rec332,roi_rec333,roi_rec334,roi_rec335,roi_rec336,roi_rec337,roi_rec338,roi_rec339,roi_rec340,roi_rec341,roi_rec342,roi_rec343,roi_rec344,roi_rec345,roi_rec346,roi_rec347,roi_rec348,roi_rec349,roi_rec350,roi_rec351,roi_rec352,roi_rec353,roi_rec354,roi_rec355,roi_rec356,roi_rec357,roi_rec358,roi_rec359,roi_rec360,roi_rec361,roi_rec362,roi_rec363,roi_rec364,roi_rec365,roi_rec366,roi_rec367,roi_rec368,roi_rec369,roi_rec370,roi_rec371,roi_rec372,roi_rec373,roi_rec374,roi_rec375,roi_rec376,roi_rec377,roi_rec378,roi_rec379,roi_rec380,roi_rec381,roi_rec382,roi_rec383,roi_rec384,roi_rec385,roi_rec386,roi_rec387,roi_rec388,roi_rec389,roi_rec390,roi_rec391,roi_rec392,roi_rec393,roi_rec394,roi_rec395,roi_rec396,roi_rec397,roi_rec398,roi_rec399,roi_rec400,roi_rec401,roi_rec402,roi_rec403,roi_rec404,roi_rec405,roi_rec406,roi_rec407,roi_rec408,roi_rec409,roi_rec410,roi_rec411,roi_rec412,roi_rec413,roi_rec414,roi_rec415,roi_rec416,roi_rec417,roi_rec418,roi_rec419,roi_rec420,roi_rec421,roi_rec422,roi_rec423
roi_gt0,0.239231,-0.100191,0.078230,-0.390902,0.193037,0.222107,-0.335694,0.108788,-0.304408,0.508242,-0.544869,-0.354596,-0.470725,0.283177,-0.175901,0.394096,0.229268,-0.270841,0.130710,0.689914,-0.187972,-0.270318,-0.178197,0.413141,-0.572255,-0.554444,-0.050030,0.087494,-0.079213,0.136416,-0.167535,-0.471782,0.167599,0.107512,0.097309,-0.193720,0.064575,0.105248,-0.272624,0.381825,0.351893,-0.046446,0.149701,-0.138765,0.294003,-0.191022,0.154285,-0.316540,-0.316911,-0.079456,0.207975,-0.022180,0.019040,-0.368057,0.352498,0.527523,0.315482,-0.077114,0.227977,-0.147976,-0.218926,-0.272822,-0.108808,-0.288852,0.419594,0.399433,-0.277255,0.483959,0.019761,0.188476,-0.163815,-0.092417,0.065411,-0.527532,-0.265068,0.101314,-0.094959,-0.059376,0.158597,-0.186253,-0.065299,-0.338738,-0.318829,0.049439,-0.015758,-0.309988,-0.204997,-0.439696,-0.348165,-0.379878,-0.199312,-0.296291,0.211157,0.144056,0.138177,-0.184460,-0.307895,0.027026,-0.120526,-0.143006,0.112159,0.126015,0.101906,0.501446,0.193167,0.079335,0.208901,-0.051922,0.232380,0.185472,0.212868,-0.196223,0.442939,-0.105241,-0.172863,-0.056849,0.099025,0.409030,-0.208800,0.324277,0.074155,0.400211,-0.157947,0.227093,-0.008752,-0.149610,-0.081349,0.195202,-0.187621,-0.011768,0.433123,-0.438683,-0.089764,-0.220290,-0.348968,0.176211,0.018904,0.192200,-0.455523,-0.568452,0.029782,-0.285193,-0.241149,-0.143060,-0.143352,0.133357,0.245382,0.432467,-0.308184,-0.119299,-0.072245,-0.248519,0.393204,0.206177,-0.007369,-0.109420,0.168357,-0.219409,0.036770,-0.055969,-0.073407,0.024840,0.420814,0.255664,0.248365,0.339238,0.476360,0.509259,-0.143119,-0.152175,-0.520696,0.202287,0.068824,-0.089255,-0.064222,-0.267458,-0.415845,-0.125539,-0.167027,-0.194498,0.194691,0.202501,-0.362423,-0.123165,0.133326,-0.322011,0.178827,0.085078,0.082239,-0.088048,0.341595,0.141872,-0.099776,0.115106,0.047701,-0.318359,-0.170509,-0.121257,-0.452053,0.082277,0.101526,0.038525,-0.187787,0.041401,-0.505028,0.084031,-0.440668,0.239670,0.197873,0.181442,0.082797,-0.019661,0.053761,0.261821,-0.315337,0.342867,-0.228519,0.119696,0.066330,0.504901,-0.270000,-0.192308,0.136947,-0.261943,-0.571379,0.144002,-0.045875,-0.103106,0.161350,-0.160145,-0.376869,0.018136,-0.126265,-0.219232,-0.027506,0.314818,0.532188,-0.082676,-0.168972,0.306988,-0.261112,0.128758,-0.278529,-0.519957,0.097270,0.191435,-0.182220,-0.358756,0.015904,0.193537,-0.383048,-0.152042,0.088283,0.353138,-0.057773,-0.242735,-0.140626,-0.177261,0.314935,0.216216,-0.564760,-0.449248,-0.155975,-0.047769,-0.515979,-0.294940,-0.205685,-0.024543,0.204246,-0.260349,-0.012289,0.271264,-0.500447,0.587883,0.345524,-0.178606,0.276873,0.097373,-0.184766,0.236092,-0.216455,-0.435279,-0.020698,-0.192518,-0.288391,0.253896,0.085466,-0.263124,-0.379278,-0.308982,-0.268691,-0.046903,-0.045679,-0.153897,0.160836,0.432775,-0.044855,-0.025611,-0.272673,-0.340023,0.125173,0.042863,0.213031,-0.276734,-0.274243,-0.508822,0.454324,-0.321275,-0.246536,-0.051950,-0.189870,0.208468,0.056012,-0.125524,-0.146152,-0.223122,0.080986,0.431370,0.504774,-0.620953,0.164792,0.303948,0.070814,0.373822,0.057557,-0.263151,0.294877,-0.505231,-0.100400,0.727022,-0.187480,-0.243382,0.299637,0.286988,0.122199,-0.402796,0.041538,-0.051055,-0.357911,-0.158976,0.161682,0.059192,0.096566,0.021656,-0.517856,0.251433,0.201148,0.104618,0.038559,-0.315295,-0.097004,0.467935,-0.582974,-0.290924,0.202329,-0.090369,-0.135844,0.167444,-0.157341,-0.297402,0.353941,-0.308516,-0.203120,0.135572,-0.328019,-0.004530,-0.447382,-0.139419,-0.388301,-0.255446,-0.324795,-0.224002,0.381221,-0.400422,0.103949,0.260779,0.169456,-0.253912,-0.198306,-0.287428,-0.130606,-0.298873,-0.311803,0.537534,0.291639,0.100355,0.351079,0.406838,0.361707,-0.161871,-0.342441,-0.051620,0.238724,-0.199925,-0.175812,-0.362101,-0.270575,0.155772,0.406826,0.176240,0.215405,-0.379498,0.065361,0.310701,0.252745,0.138345,0.101208,-0.046051,0.044709,0.241010,0.097444,-0.463595,0.376608,-0.222145,0.131241,-0.231383,-0.217922,0.311274,-0.336083,-0.606157,0.098769,0.008119,0.297950,-0.099077
roi_gt1,-0.102840,0.378013,0.197131,0.285739,0.426085,0.182411,-0.685070,0.428890,-0.073578,0.412092,-0.474202,0.298448,-0.138826,0.319119,-0.116936,-0.124168,-0.261156,-0.274546,0.398692,0.489393,-0.513881,-0.036868,0.429169,-0.021256,-0.283548,-0.411885,0.015515,-0.429284,0.319827,0.648968,0.182342,-0.275138,0.374505,0.659732,-0.142887,0.134592,0.196544,0.059665,0.088455,0.318979,0.452369,0.148676,-0.133054,-0.402562,0.259699,0.006985,0.299174,-0.126006,0.134037,0.260640,0.601722,0.274330,-0.162565,-0.218568,-0.317418,0.199973,0.526674,0.133118,0.431935,0.329192,-0.362275,-0.719635,-0.182800,0.038300,0.010799,0.033966,-0.551645,-0.214352,-0.200092,0.148915,0.203737,-0.102986,0.483820,-0.567870,0.093372,0.232294,-0.215901,0.017797,0.621408,0.112225,-0.211622,-0.473956,-0.553801,-0.404399,-0.177398,0.117415,-0.060757,-0.408555,-0.142175,-0.421860,0.061985,-0.165023,0.222441,-0.195539,0.588807,0.153340,-0.516762,0.358562,-0.288930,0.402543,0.095476,-0.029332,-0.057166,0.646075,0.458536,-0.242668,0.271941,-0.329925,0.449618,-0.118198,0.320592,-0.458236,0.279266,-0.262057,-0.345785,-0.160339,-0.137669,0.529047,0.292916,0.502810,0.019240,-0.024715,0.260570,-0.346808,0.351198,-0.220738,0.258817,0.090173,0.299471,-0.035527,0.335931,-0.403240,-0.535152,-0.227379,-0.126482,-0.035227,-0.130255,-0.091459,-0.163025,0.003600,0.415556,0.191449,-0.686567,0.282236,0.048374,0.602130,0.310369,0.026231,-0.122750,0.104325,-0.142744,-0.044521,0.142150,-0.248165,0.296527,0.085029,0.256358,-0.381791,0.284906,-0.236209,0.192522,0.313379,0.167866,0.136592,0.320168,0.566285,0.352546,0.298799,-0.113976,-0.179243,-0.187055,0.144466,0.341772,-0.647835,0.087455,-0.253089,-0.543038,-0.151050,-0.096721,-0.326673,-0.062248,-0.031674,-0.412435,-0.548603,-0.103658,-0.409186,-0.221624,-0.164637,0.598144,0.087757,0.268301,-0.295614,0.536634,0.265107,0.490346,-0.236404,-0.208533,0.415066,-0.180376,-0.433654,0.155708,-0.008016,-0.302916,0.100772,-0.518676,0.045984,0.013683,-0.204545,0.199129,0.214636,0.324454,0.083849,0.537515,-0.046050,-0.502089,0.115176,0.081714,-0.366475,0.010965,0.624021,0.286056,0.178181,0.338340,-0.207068,-0.263328,-0.574025,-0.312253,0.471959,-0.418314,0.236492,-0.449669,0.350969,-0.068454,0.045026,-0.089010,0.376285,0.494017,0.433776,-0.477275,0.477581,-0.630892,0.172010,-0.499094,-0.459332,0.536870,-0.184464,0.221706,-0.047665,-0.114797,0.065900,-0.399800,0.018745,0.315238,0.011704,0.282203,0.127910,-0.136097,0.340463,0.572561,-0.189551,-0.451326,-0.470847,-0.796260,0.057843,-0.437017,-0.504744,-0.128473,-0.484012,0.380715,-0.292054,0.114324,0.166687,-0.827414,0.445360,-0.185053,-0.106098,0.133145,0.310243,-0.058579,0.498535,-0.105278,0.091824,-0.303048,-0.200853,-0.386392,0.261356,0.149008,0.139662,-0.150306,-0.185453,-0.583238,0.203945,0.092837,-0.049288,0.213009,0.167225,-0.194434,0.011398,-0.154766,-0.253600,0.389145,0.128408,0.116773,-0.595527,-0.441622,-0.502337,0.352577,-0.635322,-0.400905,-0.170600,0.172707,-0.115367,-0.269874,0.017409,0.327713,0.111665,-0.359040,0.370774,0.767192,-0.365995,0.216503,0.334229,0.058287,0.122433,0.232654,-0.526459,0.064382,0.004309,0.184147,0.282044,0.124685,0.214461,0.040592,-0.099662,0.128570,-0.382484,-0.526180,-0.317974,-0.364401,-0.412974,0.285039,0.283550,-0.384851,0.051404,0.085706,0.180470,0.074505,0.527260,0.023217,-0.588993,0.076643,0.457070,-0.228287,-0.017542,-0.122731,-0.034000,0.098069,0.428657,-0.116716,0.124481,-0.360784,0.140561,-0.239536,0.250152,-0.334652,-0.195752,-0.479154,-0.602249,0.020229,-0.460020,-0.174103,-0.365510,0.098485,-0.378032,-0.042343,-0.094340,0.125164,0.145324,0.213046,0.009495,0.296432,-0.029023,-0.265013,0.566704,0.075159,-0.259571,0.613604,0.203776,0.613064,0.003594,-0.492964,-0.307379,-0.118422,0.309176,-0.624209,-0.092474,-0.282976,0.318938,-0.033104,0.119309,-0.005689,-0.128060,0.084848,-0.274841,0.763391,-0.314532,0.231922,0.065178,0.016863,-0.295932,0.148412,-0.203000,-0.105848,0.301094,0.540874,-0.225385,0.331941,-0.294998,-0.639931,-0.183327,0.127604,-0.243509,0.111128,0.324959
roi_gt2,-0.141288,0.359849,0.041991,-0.269488,-0.300792,-0.188292,-0.381958,0.060754,0.149540,0.345188,-0.120222,-0.076564,0.284899,0.114231,0.244098,-0.092137,-0.501401,0.392747,-0.142841,0.182723,-0.190243,-0.435801,0.064962,-0.161046,-0.061019,-0.191503,-0.223680,-0.093124,0.256159,0.246928,0.056111,-0.134144,-0.344311,0.105842,-0.392752,0.243987,-0.258110,-0.498088,-0.007252,0.186717,0.125719,-0.009526,-0.386200,-0.047920,-0.115491,0.185380,0.056222,0.032328,0.300588,-0.038535,0.336274,-0.135555,-0.096022,0.243992,-0.237959,-0.178927,0.124478,0.106796,0.217224,0.270910,-0.286997,-0.095426,-0.141345,0.429747,0.049979,-0.267997,-0.632506,0.208851,-0.107163,0.147224,0.013003,0.338668,0.049267,-0.407403,0.141531,-0.278309,0.263396,-0.044433,0.530933,-0.139417,0.292237,0.128083,-0.184967,0.026076,0.125612,0.128647,0.319600,-0.174405,0.217558,-0.384407,-0.355701,-0.080735,0.156937,0.171325,0.251664,-0.147985,-0.211632,-0.144126,-0.378112,0.095194,0.124949,0.486104,-0.029952,0.234797,-0.045393,0.013760,-0.387190,0.001932,0.718472,0.207537,0.080014,-0.380936,0.246484,-0.505171,-0.182017,-0.258834,-0.366772,0.124215,0.336278,0.187497,-0.475839,-0.199017,0.381708,-0.294486,-0.293272,-0.225801,-0.029586,-0.186878,0.289251,0.173560,-0.069653,-0.236516,-0.138308,-0.294722,-0.486329,-0.148612,0.043579,-0.181694,-0.303549,-0.127781,0.203510,0.442550,-0.376078,-0.269184,0.332869,0.097264,-0.103089,-0.191820,-0.412152,-0.257901,-0.401380,-0.035900,0.392563,0.044673,0.129554,0.065144,0.200023,-0.348876,-0.226282,0.390664,-0.228152,0.283874,0.112934,-0.354099,-0.248263,0.081631,-0.153480,0.444668,-0.253699,0.195848,0.000185,0.129913,-0.015169,0.003084,-0.117495,0.153235,-0.208807,0.556649,0.051733,0.021888,0.024020,0.161110,-0.227211,0.101144,-0.092677,0.000369,-0.411238,0.369140,0.064593,-0.047402,0.121890,-0.052249,0.123661,-0.016485,-0.026312,-0.163132,-0.025067,0.333169,-0.365931,-0.274386,0.138900,-0.109089,-0.401636,0.163666,-0.365686,0.354535,-0.434478,-0.419764,-0.249192,0.101356,0.273592,-0.044424,0.001033,0.503785,0.180472,0.047438,-0.151396,0.015750,-0.140834,0.022349,-0.202746,0.078849,-0.211165,-0.715826,-0.043176,-0.033841,-0.229367,0.061335,-0.085562,0.296183,-0.433684,-0.248804,-0.268607,-0.418346,-0.431383,0.081877,0.469784,0.088989,-0.370160,0.443978,-0.662659,-0.165839,-0.397279,-0.086928,0.240209,0.472043,0.100892,0.153657,-0.175860,0.006936,-0.098086,-0.296174,0.033030,-0.332485,0.033483,-0.006373,0.102142,-0.027741,0.339705,-0.331333,-0.361963,-0.024187,-0.602947,-0.475088,-0.046034,-0.064530,0.332140,-0.449971,-0.037159,-0.067786,0.267734,0.145471,-0.258566,0.261953,0.371995,-0.357662,-0.209519,-0.167959,-0.497977,-0.110068,-0.096923,-0.322013,0.153980,0.232031,-0.187508,-0.042766,-0.026408,0.071202,0.211180,0.125603,-0.051718,0.183283,-0.278999,0.485775,-0.397159,-0.254323,0.018692,-0.294284,0.423802,-0.429303,-0.189816,0.161644,-0.369063,-0.213317,-0.436844,-0.189929,0.140898,-0.257465,-0.137568,0.232244,0.573073,0.530855,-0.544003,0.237510,-0.065432,0.108265,0.082070,0.438396,0.348280,-0.205164,-0.351701,-0.250928,0.404245,-0.180659,-0.260526,-0.193333,-0.069351,0.001184,-0.341370,0.349957,-0.260258,0.225893,0.055659,0.086088,-0.108558,-0.222958,-0.353374,0.385513,0.129335,0.288824,0.011351,-0.286167,-0.170233,-0.148266,-0.203942,-0.027699,-0.126557,0.144111,-0.545756,-0.007579,-0.001772,0.456346,-0.248267,0.021998,0.249546,0.267282,-0.308065,0.109874,0.278804,0.036250,-0.036334,-0.441038,0.105075,-0.269665,-0.473080,0.195990,-0.183160,0.024586,-0.378801,-0.161387,0.167979,-0.035010,-0.201055,-0.079803,0.304776,-0.033048,-0.239914,-0.487963,0.113876,-0.025470,0.304623,0.221695,-0.366411,0.105813,-0.149486,0.004348,-0.018516,-0.066688,0.467215,-0.271502,-0.285457,-0.030920,-0.273927,0.478971,0.001594,0.055427,0.008664,-0.132417,0.001536,-0.243334,-0.398839,-0.082244,-0.513524,0.169878,0.519794,-0.239807,0.505415,0.112625,0.329262,-0.245683,0.288144,-0.296796,0.427005,-0.279468,0.559551,-0.450525,-0.251655,0.263475,-0.507653,-0.140001,-0.517802,-0.416843,-0.117251,0.425769
roi_gt3,0.072734,0.114425,0.088183,-0.201603,0.082101,0.219190,-0.296072,0.205330,0.067901,0.484170,-0.390925,-0.084535,-0.273057,0.369757,-0.039872,0.095859,0.252267,-0.113052,0.079896,0.465087,0.010667,-0.242197,-0.015141,0.335382,-0.347302,-0.520778,-0.026821,0.115478,-0.226857,0.245161,0.105212,-0.199626,-0.015438,0.057580,0.302548,-0.002404,0.000447,0.070720,-0.481555,0.105957,0.259280,0.136511,-0.160432,-0.141122,0.267503,0.159494,0.274893,-0.163747,-0.331144,0.102858,0.458694,-0.149395,-0.071632,-0.334895,0.127403,0.331651,0.018316,-0.195783,0.402672,0.011539,-0.195864,-0.112669,0.111313,-0.030524,0.515691,0.243736,-0.262670,0.307461,0.074528,0.269548,-0.450196,-0.041513,-0.179616,-0.468786,-0.109230,0.243604,-0.093683,-0.010392,0.337025,-0.135273,0.159510,-0.091415,-0.167327,-0.105891,0.094204,-0.119254,-0.150883,-0.188713,-0.143638,-0.597694,-0.166849,-0.401450,0.249486,0.095360,0.231894,-0.243264,-0.232340,0.090123,0.012502,-0.029699,0.315486,0.116997,-0.191290,0.542825,0.131787,0.293800,0.149483,0.110074,0.368617,-0.056394,0.245134,0.063953,0.319349,-0.274417,-0.149768,-0.066644,0.229821,0.388605,0.011212,0.484670,0.037266,0.140125,-0.102897,0.086336,-0.009526,-0.419039,-0.209603,-0.016166,0.070831,0.279596,0.451400,-0.452913,-0.220188,0.027798,-0.228389,-0.082385,-0.049328,-0.047701,-0.230408,-0.208566,-0.085337,-0.130839,-0.043068,-0.102378,-0.125770,0.207912,0.299586,0.222163,-0.434608,-0.006040,-0.085420,-0.168062,0.185081,-0.067589,0.261545,-0.072301,0.113293,-0.431222,0.010209,0.096616,-0.026901,0.048718,0.403652,0.243214,0.170965,0.351330,0.337305,0.205897,-0.337015,-0.066167,-0.306916,0.429100,0.187787,-0.273613,-0.234233,-0.239016,-0.249454,-0.049009,-0.093262,-0.197233,0.275868,0.183917,-0.163759,-0.126824,-0.107656,-0.202546,-0.044892,-0.004202,0.075529,-0.007695,0.065419,0.301380,0.021844,0.162535,0.176949,-0.065567,0.172103,0.123944,-0.338036,0.034901,-0.167201,-0.080505,-0.016608,0.255389,-0.573174,0.238875,-0.426371,-0.058792,0.086214,0.085142,0.024592,-0.050899,-0.146949,0.106446,-0.329730,0.436256,-0.170986,0.148544,0.249754,0.319028,-0.280739,0.105540,0.246183,-0.160335,-0.511532,0.143011,-0.096505,0.138980,0.177301,-0.175266,-0.197517,0.016258,-0.217649,0.119991,-0.115434,0.176548,0.424502,0.109677,-0.204822,0.029144,-0.278595,0.429440,-0.322999,-0.242036,0.174192,0.094410,0.095749,-0.223236,-0.249673,0.138203,-0.301939,-0.272261,0.305402,0.031761,0.026041,-0.048240,0.126641,-0.150820,0.301575,-0.058852,-0.705408,-0.569470,-0.205705,-0.243351,-0.329849,-0.174341,-0.123524,-0.170611,0.046028,-0.173373,-0.137019,-0.025228,-0.343604,0.541654,0.324871,-0.039152,0.229550,0.165384,-0.094216,0.274102,-0.025170,-0.348450,-0.125046,0.041654,-0.311706,0.173909,0.281795,0.005141,-0.114992,-0.172453,-0.291363,-0.241956,0.190530,-0.190458,0.208226,0.344780,0.017990,-0.354564,-0.175833,-0.386425,0.073391,0.319329,-0.138016,-0.220681,-0.263002,-0.304155,0.373843,-0.116094,-0.067572,0.034016,-0.004173,0.099906,0.006142,-0.260679,-0.256623,-0.197873,-0.093078,0.291404,0.311936,-0.323030,-0.125135,0.169445,-0.119634,0.392206,0.162848,-0.135474,0.052178,-0.291920,0.147309,0.451751,-0.196697,-0.211030,0.227624,0.061284,0.251754,-0.529233,0.109495,0.121745,-0.370847,-0.201442,0.126005,-0.006329,-0.054462,-0.011945,-0.238467,0.172267,0.206024,0.214858,-0.050039,-0.318298,0.021837,0.447041,-0.332702,-0.140209,0.194208,0.168381,0.015591,0.081755,0.109175,-0.067974,0.369509,-0.261442,-0.078284,-0.001405,-0.551615,0.016639,-0.263544,-0.008224,-0.251452,0.091038,-0.338404,-0.266000,0.136662,-0.247341,-0.035265,0.050028,0.098010,-0.110530,-0.249215,-0.051819,0.067434,-0.032986,-0.369481,0.434606,0.271070,0.369595,0.374432,0.222817,0.492348,-0.256266,-0.398076,-0.221104,-0.039770,0.013273,-0.053249,-0.124804,0.028016,0.239397,0.285968,0.133367,0.016255,-0.016779,-0.077842,0.164117,0.467056,-0.141517,0.210004,-0.161235,-0.173953,0.018651,0.442180,-0.349290,0.327161,-0.154190,0.411938,-0.116554,-0.273921,0.114611,-0.442289,-0.271195,-0.050718,-0.307448,0.054373,0.131187
